datetime.utc,temp,site,keep,conversion,datetime.pdt
2022-06-07 20:44,16.5,tb-high,yes,7:00,2022-06-07 13:44
2022-06-07 21:14,16.5,tb-high,yes,7:00,2022-06-07 14:14
2022-06-07 21:44,16.5,tb-high,yes,7:00,2022-06-07 14:44
2022-06-07 22:14,17,tb-high,yes,7:00,2022-06-07 15:14
2022-06-07 22:44,16.5,tb-high,yes,7:00,2022-06-07 15:44
2022-06-07 23:14,16.5,tb-high,yes,7:00,2022-06-07 16:14
2022-06-07 23:44,16.5,tb-high,yes,7:00,2022-06-07 16:44
2022-06-08 0:14,16.5,tb-high,yes,7:00,2022-06-07 17:14
2022-06-08 0:44,16.5,tb-high,yes,7:00,2022-06-07 17:44
2022-06-08 1:14,16,tb-high,yes,7:00,2022-06-07 18:14
2022-06-08 1:44,16,tb-high,yes,7:00,2022-06-07 18:44
2022-06-08 2:14,16,tb-high,yes,7:00,2022-06-07 19:14
2022-06-08 2:44,16,tb-high,yes,7:00,2022-06-07 19:44
2022-06-08 3:14,16,tb-high,yes,7:00,2022-06-07 20:14
2022-06-08 3:44,16,tb-high,yes,7:00,2022-06-07 20:44
2022-06-08 4:14,16,tb-high,yes,7:00,2022-06-07 21:14
2022-06-08 4:44,16,tb-high,yes,7:00,2022-06-07 21:44
2022-06-08 5:14,15.5,tb-high,yes,7:00,2022-06-07 22:14
2022-06-08 5:44,15,tb-high,yes,7:00,2022-06-07 22:44
2022-06-08 6:14,15,tb-high,yes,7:00,2022-06-07 23:14
2022-06-08 6:44,15,tb-high,yes,7:00,2022-06-07 23:44
2022-06-08 7:14,14.5,tb-high,yes,7:00,2022-06-08 0:14
2022-06-08 7:44,13,tb-high,yes,7:00,2022-06-08 0:44
2022-06-08 8:14,12,tb-high,yes,7:00,2022-06-08 1:14
2022-06-08 8:44,12,tb-high,yes,7:00,2022-06-08 1:44
2022-06-08 9:14,12.5,tb-high,yes,7:00,2022-06-08 2:14
2022-06-08 9:44,12.5,tb-high,yes,7:00,2022-06-08 2:44
2022-06-08 10:14,12.5,tb-high,yes,7:00,2022-06-08 3:14
2022-06-08 10:44,12.5,tb-high,yes,7:00,2022-06-08 3:44
2022-06-08 11:14,12.5,tb-high,yes,7:00,2022-06-08 4:14
2022-06-08 11:44,12.5,tb-high,yes,7:00,2022-06-08 4:44
2022-06-08 12:14,12.5,tb-high,yes,7:00,2022-06-08 5:14
2022-06-08 12:44,13.5,tb-high,yes,7:00,2022-06-08 5:44
2022-06-08 13:14,14.5,tb-high,yes,7:00,2022-06-08 6:14
2022-06-08 13:44,14.5,tb-high,yes,7:00,2022-06-08 6:44
2022-06-08 14:14,15,tb-high,yes,7:00,2022-06-08 7:14
2022-06-08 14:44,15,tb-high,yes,7:00,2022-06-08 7:44
2022-06-08 15:14,15,tb-high,yes,7:00,2022-06-08 8:14
2022-06-08 15:44,15,tb-high,yes,7:00,2022-06-08 8:44
2022-06-08 16:14,15,tb-high,yes,7:00,2022-06-08 9:14
2022-06-08 16:44,15,tb-high,yes,7:00,2022-06-08 9:44
2022-06-08 17:14,15,tb-high,yes,7:00,2022-06-08 10:14
2022-06-08 17:44,15,tb-high,yes,7:00,2022-06-08 10:44
2022-06-08 18:14,15.5,tb-high,yes,7:00,2022-06-08 11:14
2022-06-08 18:44,15.5,tb-high,yes,7:00,2022-06-08 11:44
2022-06-08 19:14,15.5,tb-high,yes,7:00,2022-06-08 12:14
2022-06-08 19:44,15,tb-high,yes,7:00,2022-06-08 12:44
2022-06-08 20:14,15,tb-high,yes,7:00,2022-06-08 13:14
2022-06-08 20:44,15,tb-high,yes,7:00,2022-06-08 13:44
2022-06-08 21:14,15,tb-high,yes,7:00,2022-06-08 14:14
2022-06-08 21:44,15.5,tb-high,yes,7:00,2022-06-08 14:44
2022-06-08 22:14,16,tb-high,yes,7:00,2022-06-08 15:14
2022-06-08 22:44,16.5,tb-high,yes,7:00,2022-06-08 15:44
2022-06-08 23:14,16.5,tb-high,yes,7:00,2022-06-08 16:14
2022-06-08 23:44,17,tb-high,yes,7:00,2022-06-08 16:44
2022-06-09 0:14,17.5,tb-high,yes,7:00,2022-06-08 17:14
2022-06-09 0:44,17.5,tb-high,yes,7:00,2022-06-08 17:44
2022-06-09 1:14,16,tb-high,yes,7:00,2022-06-08 18:14
2022-06-09 1:44,16,tb-high,yes,7:00,2022-06-08 18:44
2022-06-09 2:14,16,tb-high,yes,7:00,2022-06-08 19:14
2022-06-09 2:44,16,tb-high,yes,7:00,2022-06-08 19:44
2022-06-09 3:14,16,tb-high,yes,7:00,2022-06-08 20:14
2022-06-09 3:44,15.5,tb-high,yes,7:00,2022-06-08 20:44
2022-06-09 4:14,15.5,tb-high,yes,7:00,2022-06-08 21:14
2022-06-09 4:44,15.5,tb-high,yes,7:00,2022-06-08 21:44
2022-06-09 5:14,15,tb-high,yes,7:00,2022-06-08 22:14
2022-06-09 5:44,15,tb-high,yes,7:00,2022-06-08 22:44
2022-06-09 6:14,15,tb-high,yes,7:00,2022-06-08 23:14
2022-06-09 6:44,15.5,tb-high,yes,7:00,2022-06-08 23:44
2022-06-09 7:14,15,tb-high,yes,7:00,2022-06-09 0:14
2022-06-09 7:44,14,tb-high,yes,7:00,2022-06-09 0:44
2022-06-09 8:14,14,tb-high,yes,7:00,2022-06-09 1:14
2022-06-09 8:44,14,tb-high,yes,7:00,2022-06-09 1:44
2022-06-09 9:14,14.5,tb-high,yes,7:00,2022-06-09 2:14
2022-06-09 9:44,15,tb-high,yes,7:00,2022-06-09 2:44
2022-06-09 10:14,14.5,tb-high,yes,7:00,2022-06-09 3:14
2022-06-09 10:44,14.5,tb-high,yes,7:00,2022-06-09 3:44
2022-06-09 11:14,15,tb-high,yes,7:00,2022-06-09 4:14
2022-06-09 11:44,15,tb-high,yes,7:00,2022-06-09 4:44
2022-06-09 12:14,14.5,tb-high,yes,7:00,2022-06-09 5:14
2022-06-09 12:44,15,tb-high,yes,7:00,2022-06-09 5:44
2022-06-09 13:14,15,tb-high,yes,7:00,2022-06-09 6:14
2022-06-09 13:44,15,tb-high,yes,7:00,2022-06-09 6:44
2022-06-09 14:14,15,tb-high,yes,7:00,2022-06-09 7:14
2022-06-09 14:44,15,tb-high,yes,7:00,2022-06-09 7:44
2022-06-09 15:14,15,tb-high,yes,7:00,2022-06-09 8:14
2022-06-09 15:44,15,tb-high,yes,7:00,2022-06-09 8:44
2022-06-09 16:14,15,tb-high,yes,7:00,2022-06-09 9:14
2022-06-09 16:44,15,tb-high,yes,7:00,2022-06-09 9:44
2022-06-09 17:14,15,tb-high,yes,7:00,2022-06-09 10:14
2022-06-09 17:44,15,tb-high,yes,7:00,2022-06-09 10:44
2022-06-09 18:14,15,tb-high,yes,7:00,2022-06-09 11:14
2022-06-09 18:44,15,tb-high,yes,7:00,2022-06-09 11:44
2022-06-09 19:14,15,tb-high,yes,7:00,2022-06-09 12:14
2022-06-09 19:44,14.5,tb-high,yes,7:00,2022-06-09 12:44
2022-06-09 20:14,13.5,tb-high,yes,7:00,2022-06-09 13:14
2022-06-09 20:44,13.5,tb-high,yes,7:00,2022-06-09 13:44
2022-06-09 21:14,13.5,tb-high,yes,7:00,2022-06-09 14:14
2022-06-09 21:44,14,tb-high,yes,7:00,2022-06-09 14:44
2022-06-09 22:14,14,tb-high,yes,7:00,2022-06-09 15:14
2022-06-09 22:44,15,tb-high,yes,7:00,2022-06-09 15:44
2022-06-09 23:14,15,tb-high,yes,7:00,2022-06-09 16:14
2022-06-09 23:44,14.5,tb-high,yes,7:00,2022-06-09 16:44
2022-06-10 0:14,14.5,tb-high,yes,7:00,2022-06-09 17:14
2022-06-10 0:44,14.5,tb-high,yes,7:00,2022-06-09 17:44
2022-06-10 1:14,15,tb-high,yes,7:00,2022-06-09 18:14
2022-06-10 1:44,14.5,tb-high,yes,7:00,2022-06-09 18:44
2022-06-10 2:14,14.5,tb-high,yes,7:00,2022-06-09 19:14
2022-06-10 2:44,14,tb-high,yes,7:00,2022-06-09 19:44
2022-06-10 3:14,14.5,tb-high,yes,7:00,2022-06-09 20:14
2022-06-10 3:44,14,tb-high,yes,7:00,2022-06-09 20:44
2022-06-10 4:14,14,tb-high,yes,7:00,2022-06-09 21:14
2022-06-10 4:44,14,tb-high,yes,7:00,2022-06-09 21:44
2022-06-10 5:14,14,tb-high,yes,7:00,2022-06-09 22:14
2022-06-10 5:44,14,tb-high,yes,7:00,2022-06-09 22:44
2022-06-10 6:14,14,tb-high,yes,7:00,2022-06-09 23:14
2022-06-10 6:44,13.5,tb-high,yes,7:00,2022-06-09 23:44
2022-06-10 7:14,14,tb-high,yes,7:00,2022-06-10 0:14
2022-06-10 7:44,13.5,tb-high,yes,7:00,2022-06-10 0:44
2022-06-10 8:14,13.5,tb-high,yes,7:00,2022-06-10 1:14
2022-06-10 8:44,12.5,tb-high,yes,7:00,2022-06-10 1:44
2022-06-10 9:14,12.5,tb-high,yes,7:00,2022-06-10 2:14
2022-06-10 9:44,12.5,tb-high,yes,7:00,2022-06-10 2:44
2022-06-10 10:14,12,tb-high,yes,7:00,2022-06-10 3:14
2022-06-10 10:44,13.5,tb-high,yes,7:00,2022-06-10 3:44
2022-06-10 11:14,13.5,tb-high,yes,7:00,2022-06-10 4:14
2022-06-10 11:44,13,tb-high,yes,7:00,2022-06-10 4:44
2022-06-10 12:14,13,tb-high,yes,7:00,2022-06-10 5:14
2022-06-10 12:44,13.5,tb-high,yes,7:00,2022-06-10 5:44
2022-06-10 13:14,13.5,tb-high,yes,7:00,2022-06-10 6:14
2022-06-10 13:44,13.5,tb-high,yes,7:00,2022-06-10 6:44
2022-06-10 14:14,14,tb-high,yes,7:00,2022-06-10 7:14
2022-06-10 14:44,14,tb-high,yes,7:00,2022-06-10 7:44
2022-06-10 15:14,14,tb-high,yes,7:00,2022-06-10 8:14
2022-06-10 15:44,14,tb-high,yes,7:00,2022-06-10 8:44
2022-06-10 16:14,14.5,tb-high,yes,7:00,2022-06-10 9:14
2022-06-10 16:44,14.5,tb-high,yes,7:00,2022-06-10 9:44
2022-06-10 17:14,15,tb-high,yes,7:00,2022-06-10 10:14
2022-06-10 17:44,15,tb-high,yes,7:00,2022-06-10 10:44
2022-06-10 18:14,15,tb-high,yes,7:00,2022-06-10 11:14
2022-06-10 18:44,15,tb-high,yes,7:00,2022-06-10 11:44
2022-06-10 19:14,15,tb-high,yes,7:00,2022-06-10 12:14
2022-06-10 19:44,14.5,tb-high,yes,7:00,2022-06-10 12:44
2022-06-10 20:14,14,tb-high,yes,7:00,2022-06-10 13:14
2022-06-10 20:44,14.5,tb-high,yes,7:00,2022-06-10 13:44
2022-06-10 21:14,15,tb-high,yes,7:00,2022-06-10 14:14
2022-06-10 21:44,15,tb-high,yes,7:00,2022-06-10 14:44
2022-06-10 22:14,15,tb-high,yes,7:00,2022-06-10 15:14
2022-06-10 22:44,15,tb-high,yes,7:00,2022-06-10 15:44
2022-06-10 23:14,14,tb-high,yes,7:00,2022-06-10 16:14
2022-06-10 23:44,14.5,tb-high,yes,7:00,2022-06-10 16:44
2022-06-11 0:14,15,tb-high,yes,7:00,2022-06-10 17:14
2022-06-11 0:44,15,tb-high,yes,7:00,2022-06-10 17:44
2022-06-11 1:14,15,tb-high,yes,7:00,2022-06-10 18:14
2022-06-11 1:44,15,tb-high,yes,7:00,2022-06-10 18:44
2022-06-11 2:14,15,tb-high,yes,7:00,2022-06-10 19:14
2022-06-11 2:44,15,tb-high,yes,7:00,2022-06-10 19:44
2022-06-11 3:14,15,tb-high,yes,7:00,2022-06-10 20:14
2022-06-11 3:44,15,tb-high,yes,7:00,2022-06-10 20:44
2022-06-11 4:14,15,tb-high,yes,7:00,2022-06-10 21:14
2022-06-11 4:44,14.5,tb-high,yes,7:00,2022-06-10 21:44
2022-06-11 5:14,14.5,tb-high,yes,7:00,2022-06-10 22:14
2022-06-11 5:44,14.5,tb-high,yes,7:00,2022-06-10 22:44
2022-06-11 6:14,14.5,tb-high,yes,7:00,2022-06-10 23:14
2022-06-11 6:44,14.5,tb-high,yes,7:00,2022-06-10 23:44
2022-06-11 7:14,14,tb-high,yes,7:00,2022-06-11 0:14
2022-06-11 7:44,14,tb-high,yes,7:00,2022-06-11 0:44
2022-06-11 8:14,14,tb-high,yes,7:00,2022-06-11 1:14
2022-06-11 8:44,14,tb-high,yes,7:00,2022-06-11 1:44
2022-06-11 9:14,14,tb-high,yes,7:00,2022-06-11 2:14
2022-06-11 9:44,14,tb-high,yes,7:00,2022-06-11 2:44
2022-06-11 10:14,14,tb-high,yes,7:00,2022-06-11 3:14
2022-06-11 10:44,14,tb-high,yes,7:00,2022-06-11 3:44
2022-06-11 11:14,14,tb-high,yes,7:00,2022-06-11 4:14
2022-06-11 11:44,14,tb-high,yes,7:00,2022-06-11 4:44
2022-06-11 12:14,14.5,tb-high,yes,7:00,2022-06-11 5:14
2022-06-11 12:44,14.5,tb-high,yes,7:00,2022-06-11 5:44
2022-06-11 13:14,14.5,tb-high,yes,7:00,2022-06-11 6:14
2022-06-11 13:44,14.5,tb-high,yes,7:00,2022-06-11 6:44
2022-06-11 14:14,14.5,tb-high,yes,7:00,2022-06-11 7:14
2022-06-11 14:44,14.5,tb-high,yes,7:00,2022-06-11 7:44
2022-06-11 15:14,14.5,tb-high,yes,7:00,2022-06-11 8:14
2022-06-11 15:44,15,tb-high,yes,7:00,2022-06-11 8:44
2022-06-11 16:14,16,tb-high,yes,7:00,2022-06-11 9:14
2022-06-11 16:44,19,tb-high,yes,7:00,2022-06-11 9:44
2022-06-11 17:14,21,tb-high,yes,7:00,2022-06-11 10:14
2022-06-11 17:44,23,tb-high,yes,7:00,2022-06-11 10:44
2022-06-11 18:14,22.5,tb-high,yes,7:00,2022-06-11 11:14
2022-06-11 18:44,19.5,tb-high,yes,7:00,2022-06-11 11:44
2022-06-11 19:14,16.5,tb-high,yes,7:00,2022-06-11 12:14
2022-06-11 19:44,16,tb-high,yes,7:00,2022-06-11 12:44
2022-06-11 20:14,15,tb-high,yes,7:00,2022-06-11 13:14
2022-06-11 20:44,14.5,tb-high,yes,7:00,2022-06-11 13:44
2022-06-11 21:14,14.5,tb-high,yes,7:00,2022-06-11 14:14
2022-06-11 21:44,15,tb-high,yes,7:00,2022-06-11 14:44
2022-06-11 22:14,15,tb-high,yes,7:00,2022-06-11 15:14
2022-06-11 22:44,16,tb-high,yes,7:00,2022-06-11 15:44
2022-06-11 23:14,15.5,tb-high,yes,7:00,2022-06-11 16:14
2022-06-11 23:44,14.5,tb-high,yes,7:00,2022-06-11 16:44
2022-06-12 0:14,16,tb-high,yes,7:00,2022-06-11 17:14
2022-06-12 0:44,16,tb-high,yes,7:00,2022-06-11 17:44
2022-06-12 1:14,16.5,tb-high,yes,7:00,2022-06-11 18:14
2022-06-12 1:44,16.5,tb-high,yes,7:00,2022-06-11 18:44
2022-06-12 2:14,16.5,tb-high,yes,7:00,2022-06-11 19:14
2022-06-12 2:44,16.5,tb-high,yes,7:00,2022-06-11 19:44
2022-06-12 3:14,16.5,tb-high,yes,7:00,2022-06-11 20:14
2022-06-12 3:44,16,tb-high,yes,7:00,2022-06-11 20:44
2022-06-12 4:14,16,tb-high,yes,7:00,2022-06-11 21:14
2022-06-12 4:44,16,tb-high,yes,7:00,2022-06-11 21:44
2022-06-12 5:14,15.5,tb-high,yes,7:00,2022-06-11 22:14
2022-06-12 5:44,16,tb-high,yes,7:00,2022-06-11 22:44
2022-06-12 6:14,15.5,tb-high,yes,7:00,2022-06-11 23:14
2022-06-12 6:44,15.5,tb-high,yes,7:00,2022-06-11 23:44
2022-06-12 7:14,15.5,tb-high,yes,7:00,2022-06-12 0:14
2022-06-12 7:44,15,tb-high,yes,7:00,2022-06-12 0:44
2022-06-12 8:14,15,tb-high,yes,7:00,2022-06-12 1:14
2022-06-12 8:44,15,tb-high,yes,7:00,2022-06-12 1:44
2022-06-12 9:14,15,tb-high,yes,7:00,2022-06-12 2:14
2022-06-12 9:44,15,tb-high,yes,7:00,2022-06-12 2:44
2022-06-12 10:14,15,tb-high,yes,7:00,2022-06-12 3:14
2022-06-12 10:44,14.5,tb-high,yes,7:00,2022-06-12 3:44
2022-06-12 11:14,14.5,tb-high,yes,7:00,2022-06-12 4:14
2022-06-12 11:44,15,tb-high,yes,7:00,2022-06-12 4:44
2022-06-12 12:14,15,tb-high,yes,7:00,2022-06-12 5:14
2022-06-12 12:44,15,tb-high,yes,7:00,2022-06-12 5:44
2022-06-12 13:14,15,tb-high,yes,7:00,2022-06-12 6:14
2022-06-12 13:44,15,tb-high,yes,7:00,2022-06-12 6:44
2022-06-12 14:14,15,tb-high,yes,7:00,2022-06-12 7:14
2022-06-12 14:44,15,tb-high,yes,7:00,2022-06-12 7:44
2022-06-12 15:14,15,tb-high,yes,7:00,2022-06-12 8:14
2022-06-12 15:44,15.5,tb-high,yes,7:00,2022-06-12 8:44
2022-06-12 16:14,20,tb-high,yes,7:00,2022-06-12 9:14
2022-06-12 16:44,22,tb-high,yes,7:00,2022-06-12 9:44
2022-06-12 17:14,18.5,tb-high,yes,7:00,2022-06-12 10:14
2022-06-12 17:44,17,tb-high,yes,7:00,2022-06-12 10:44
2022-06-12 18:14,16.5,tb-high,yes,7:00,2022-06-12 11:14
2022-06-12 18:44,18,tb-high,yes,7:00,2022-06-12 11:44
2022-06-12 19:14,20,tb-high,yes,7:00,2022-06-12 12:14
2022-06-12 19:44,17.5,tb-high,yes,7:00,2022-06-12 12:44
2022-06-12 20:14,17,tb-high,yes,7:00,2022-06-12 13:14
2022-06-12 20:44,17,tb-high,yes,7:00,2022-06-12 13:44
2022-06-12 21:14,17,tb-high,yes,7:00,2022-06-12 14:14
2022-06-12 21:44,17,tb-high,yes,7:00,2022-06-12 14:44
2022-06-12 22:14,17,tb-high,yes,7:00,2022-06-12 15:14
2022-06-12 22:44,16.5,tb-high,yes,7:00,2022-06-12 15:44
2022-06-12 23:14,16.5,tb-high,yes,7:00,2022-06-12 16:14
2022-06-12 23:44,16.5,tb-high,yes,7:00,2022-06-12 16:44
2022-06-13 0:14,16.5,tb-high,yes,7:00,2022-06-12 17:14
2022-06-13 0:44,16.5,tb-high,yes,7:00,2022-06-12 17:44
2022-06-13 1:14,16.5,tb-high,yes,7:00,2022-06-12 18:14
2022-06-13 1:44,16,tb-high,yes,7:00,2022-06-12 18:44
2022-06-13 2:14,16,tb-high,yes,7:00,2022-06-12 19:14
2022-06-13 2:44,16,tb-high,yes,7:00,2022-06-12 19:44
2022-06-13 3:14,16,tb-high,yes,7:00,2022-06-12 20:14
2022-06-13 3:44,16,tb-high,yes,7:00,2022-06-12 20:44
2022-06-13 4:14,16,tb-high,yes,7:00,2022-06-12 21:14
2022-06-13 4:44,15.5,tb-high,yes,7:00,2022-06-12 21:44
2022-06-13 5:14,16,tb-high,yes,7:00,2022-06-12 22:14
2022-06-13 5:44,15.5,tb-high,yes,7:00,2022-06-12 22:44
2022-06-13 6:14,15.5,tb-high,yes,7:00,2022-06-12 23:14
2022-06-13 6:44,15.5,tb-high,yes,7:00,2022-06-12 23:44
2022-06-13 7:14,15.5,tb-high,yes,7:00,2022-06-13 0:14
2022-06-13 7:44,15.5,tb-high,yes,7:00,2022-06-13 0:44
2022-06-13 8:14,15.5,tb-high,yes,7:00,2022-06-13 1:14
2022-06-13 8:44,15,tb-high,yes,7:00,2022-06-13 1:44
2022-06-13 9:14,15,tb-high,yes,7:00,2022-06-13 2:14
2022-06-13 9:44,15,tb-high,yes,7:00,2022-06-13 2:44
2022-06-13 10:14,15,tb-high,yes,7:00,2022-06-13 3:14
2022-06-13 10:44,15,tb-high,yes,7:00,2022-06-13 3:44
2022-06-13 11:14,15,tb-high,yes,7:00,2022-06-13 4:14
2022-06-13 11:44,15,tb-high,yes,7:00,2022-06-13 4:44
2022-06-13 12:14,15,tb-high,yes,7:00,2022-06-13 5:14
2022-06-13 12:44,15,tb-high,yes,7:00,2022-06-13 5:44
2022-06-13 13:14,15,tb-high,yes,7:00,2022-06-13 6:14
2022-06-13 13:44,14.5,tb-high,yes,7:00,2022-06-13 6:44
2022-06-13 14:14,14.5,tb-high,yes,7:00,2022-06-13 7:14
2022-06-13 14:44,14.5,tb-high,yes,7:00,2022-06-13 7:44
2022-06-13 15:14,14.5,tb-high,yes,7:00,2022-06-13 8:14
2022-06-13 15:44,14.5,tb-high,yes,7:00,2022-06-13 8:44
2022-06-13 16:14,15,tb-high,yes,7:00,2022-06-13 9:14
2022-06-13 16:44,16.5,tb-high,yes,7:00,2022-06-13 9:44
2022-06-13 17:14,18.5,tb-high,yes,7:00,2022-06-13 10:14
2022-06-13 17:44,19.5,tb-high,yes,7:00,2022-06-13 10:44
2022-06-13 18:14,21,tb-high,yes,7:00,2022-06-13 11:14
2022-06-13 18:44,23,tb-high,yes,7:00,2022-06-13 11:44
2022-06-13 19:14,24.5,tb-high,yes,7:00,2022-06-13 12:14
2022-06-13 19:44,25.5,tb-high,yes,7:00,2022-06-13 12:44
2022-06-13 20:14,27,tb-high,yes,7:00,2022-06-13 13:14
2022-06-13 20:44,22,tb-high,yes,7:00,2022-06-13 13:44
2022-06-13 21:14,18,tb-high,yes,7:00,2022-06-13 14:14
2022-06-13 21:44,18,tb-high,yes,7:00,2022-06-13 14:44
2022-06-13 22:14,17,tb-high,yes,7:00,2022-06-13 15:14
2022-06-13 22:44,17,tb-high,yes,7:00,2022-06-13 15:44
2022-06-13 23:14,15.5,tb-high,yes,7:00,2022-06-13 16:14
2022-06-13 23:44,15.5,tb-high,yes,7:00,2022-06-13 16:44
2022-06-14 0:14,16,tb-high,yes,7:00,2022-06-13 17:14
2022-06-14 0:44,16,tb-high,yes,7:00,2022-06-13 17:44
2022-06-14 1:14,16,tb-high,yes,7:00,2022-06-13 18:14
2022-06-14 1:44,15.5,tb-high,yes,7:00,2022-06-13 18:44
2022-06-14 2:14,15.5,tb-high,yes,7:00,2022-06-13 19:14
2022-06-14 2:44,15.5,tb-high,yes,7:00,2022-06-13 19:44
2022-06-14 3:14,15,tb-high,yes,7:00,2022-06-13 20:14
2022-06-14 3:44,15.5,tb-high,yes,7:00,2022-06-13 20:44
2022-06-14 4:14,15.5,tb-high,yes,7:00,2022-06-13 21:14
2022-06-14 4:44,15,tb-high,yes,7:00,2022-06-13 21:44
2022-06-14 5:14,15,tb-high,yes,7:00,2022-06-13 22:14
2022-06-14 5:44,15,tb-high,yes,7:00,2022-06-13 22:44
2022-06-14 6:14,15,tb-high,yes,7:00,2022-06-13 23:14
2022-06-14 6:44,15,tb-high,yes,7:00,2022-06-13 23:44
2022-06-14 7:14,14.5,tb-high,yes,7:00,2022-06-14 0:14
2022-06-14 7:44,14.5,tb-high,yes,7:00,2022-06-14 0:44
2022-06-14 8:14,14.5,tb-high,yes,7:00,2022-06-14 1:14
2022-06-14 8:44,14.5,tb-high,yes,7:00,2022-06-14 1:44
2022-06-14 9:14,14.5,tb-high,yes,7:00,2022-06-14 2:14
2022-06-14 9:44,14.5,tb-high,yes,7:00,2022-06-14 2:44
2022-06-14 10:14,14.5,tb-high,yes,7:00,2022-06-14 3:14
2022-06-14 10:44,14.5,tb-high,yes,7:00,2022-06-14 3:44
2022-06-14 11:14,14.5,tb-high,yes,7:00,2022-06-14 4:14
2022-06-14 11:44,14.5,tb-high,yes,7:00,2022-06-14 4:44
2022-06-14 12:14,14.5,tb-high,yes,7:00,2022-06-14 5:14
2022-06-14 12:44,15,tb-high,yes,7:00,2022-06-14 5:44
2022-06-14 13:14,14.5,tb-high,yes,7:00,2022-06-14 6:14
2022-06-14 13:44,14.5,tb-high,yes,7:00,2022-06-14 6:44
2022-06-14 14:14,14.5,tb-high,yes,7:00,2022-06-14 7:14
2022-06-14 14:44,14.5,tb-high,yes,7:00,2022-06-14 7:44
2022-06-14 15:14,14.5,tb-high,yes,7:00,2022-06-14 8:14
2022-06-14 15:44,14.5,tb-high,yes,7:00,2022-06-14 8:44
2022-06-14 16:14,15,tb-high,yes,7:00,2022-06-14 9:14
2022-06-14 16:44,15,tb-high,yes,7:00,2022-06-14 9:44
2022-06-14 17:14,16.5,tb-high,yes,7:00,2022-06-14 10:14
2022-06-14 17:44,19.5,tb-high,yes,7:00,2022-06-14 10:44
2022-06-14 18:14,21.5,tb-high,yes,7:00,2022-06-14 11:14
2022-06-14 18:44,23.5,tb-high,yes,7:00,2022-06-14 11:44
2022-06-14 19:14,23.5,tb-high,yes,7:00,2022-06-14 12:14
2022-06-14 19:44,25,tb-high,yes,7:00,2022-06-14 12:44
2022-06-14 20:14,27.5,tb-high,yes,7:00,2022-06-14 13:14
2022-06-14 20:44,29,tb-high,yes,7:00,2022-06-14 13:44
2022-06-14 21:14,30.5,tb-high,yes,7:00,2022-06-14 14:14
2022-06-14 21:44,30.5,tb-high,yes,7:00,2022-06-14 14:44
2022-06-14 22:14,18.5,tb-high,yes,7:00,2022-06-14 15:14
2022-06-14 22:44,17,tb-high,yes,7:00,2022-06-14 15:44
2022-06-14 23:14,16,tb-high,yes,7:00,2022-06-14 16:14
2022-06-14 23:44,15.5,tb-high,yes,7:00,2022-06-14 16:44
2022-06-15 0:14,15.5,tb-high,yes,7:00,2022-06-14 17:14
2022-06-15 0:44,15.5,tb-high,yes,7:00,2022-06-14 17:44
2022-06-15 1:14,15.5,tb-high,yes,7:00,2022-06-14 18:14
2022-06-15 1:44,15.5,tb-high,yes,7:00,2022-06-14 18:44
2022-06-15 2:14,16,tb-high,yes,7:00,2022-06-14 19:14
2022-06-15 2:44,15.5,tb-high,yes,7:00,2022-06-14 19:44
2022-06-15 3:14,15.5,tb-high,yes,7:00,2022-06-14 20:14
2022-06-15 3:44,15.5,tb-high,yes,7:00,2022-06-14 20:44
2022-06-15 4:14,15,tb-high,yes,7:00,2022-06-14 21:14
2022-06-15 4:44,15,tb-high,yes,7:00,2022-06-14 21:44
2022-06-15 5:14,15,tb-high,yes,7:00,2022-06-14 22:14
2022-06-15 5:44,15,tb-high,yes,7:00,2022-06-14 22:44
2022-06-15 6:14,15,tb-high,yes,7:00,2022-06-14 23:14
2022-06-15 6:44,15,tb-high,yes,7:00,2022-06-14 23:44
2022-06-15 7:14,14.5,tb-high,yes,7:00,2022-06-15 0:14
2022-06-15 7:44,15,tb-high,yes,7:00,2022-06-15 0:44
2022-06-15 8:14,14.5,tb-high,yes,7:00,2022-06-15 1:14
2022-06-15 8:44,14.5,tb-high,yes,7:00,2022-06-15 1:44
2022-06-15 9:14,15,tb-high,yes,7:00,2022-06-15 2:14
2022-06-15 9:44,15,tb-high,yes,7:00,2022-06-15 2:44
2022-06-15 10:14,15,tb-high,yes,7:00,2022-06-15 3:14
2022-06-15 10:44,15,tb-high,yes,7:00,2022-06-15 3:44
2022-06-15 11:14,14.5,tb-high,yes,7:00,2022-06-15 4:14
2022-06-15 11:44,14.5,tb-high,yes,7:00,2022-06-15 4:44
2022-06-15 12:14,14.5,tb-high,yes,7:00,2022-06-15 5:14
2022-06-15 12:44,14.5,tb-high,yes,7:00,2022-06-15 5:44
2022-06-15 13:14,14,tb-high,yes,7:00,2022-06-15 6:14
2022-06-15 13:44,14,tb-high,yes,7:00,2022-06-15 6:44
2022-06-15 14:14,14.5,tb-high,yes,7:00,2022-06-15 7:14
2022-06-15 14:44,14.5,tb-high,yes,7:00,2022-06-15 7:44
2022-06-15 15:14,14,tb-high,yes,7:00,2022-06-15 8:14
2022-06-15 15:44,14.5,tb-high,yes,7:00,2022-06-15 8:44
2022-06-15 16:14,14.5,tb-high,yes,7:00,2022-06-15 9:14
2022-06-15 16:44,15,tb-high,yes,7:00,2022-06-15 9:44
2022-06-15 17:14,19.5,tb-high,yes,7:00,2022-06-15 10:14
