datetime.utc,temp,site,keep,conversion,datetime.pdt
2022-05-20 6:26,10,cp-high,yes,7:00,2022-05-19 23:26
2022-05-20 6:56,10,cp-high,yes,7:00,2022-05-19 23:56
2022-05-20 7:26,9.5,cp-high,yes,7:00,2022-05-20 0:26
2022-05-20 7:56,9.5,cp-high,yes,7:00,2022-05-20 0:56
2022-05-20 8:26,10,cp-high,yes,7:00,2022-05-20 1:26
2022-05-20 8:56,10,cp-high,yes,7:00,2022-05-20 1:56
2022-05-20 9:26,10,cp-high,yes,7:00,2022-05-20 2:26
2022-05-20 9:56,10,cp-high,yes,7:00,2022-05-20 2:56
2022-05-20 10:26,10,cp-high,yes,7:00,2022-05-20 3:26
2022-05-20 10:56,9.5,cp-high,yes,7:00,2022-05-20 3:56
2022-05-20 11:26,10,cp-high,yes,7:00,2022-05-20 4:26
2022-05-20 11:56,9.5,cp-high,yes,7:00,2022-05-20 4:56
2022-05-20 12:26,9.5,cp-high,yes,7:00,2022-05-20 5:26
2022-05-20 12:56,9.5,cp-high,yes,7:00,2022-05-20 5:56
2022-05-20 13:26,9.5,cp-high,yes,7:00,2022-05-20 6:26
2022-05-20 13:56,9.5,cp-high,yes,7:00,2022-05-20 6:56
2022-05-20 14:26,10,cp-high,yes,7:00,2022-05-20 7:26
2022-05-20 14:56,10,cp-high,yes,7:00,2022-05-20 7:56
2022-05-20 15:26,10,cp-high,yes,7:00,2022-05-20 8:26
2022-05-20 15:56,10,cp-high,yes,7:00,2022-05-20 8:56
2022-05-20 16:26,10.5,cp-high,yes,7:00,2022-05-20 9:26
2022-05-20 16:56,10.5,cp-high,yes,7:00,2022-05-20 9:56
2022-05-20 17:26,10.5,cp-high,yes,7:00,2022-05-20 10:26
2022-05-20 17:56,11.5,cp-high,yes,7:00,2022-05-20 10:56
2022-05-20 18:26,11.5,cp-high,yes,7:00,2022-05-20 11:26
2022-05-20 18:56,11.5,cp-high,yes,7:00,2022-05-20 11:56
2022-05-20 19:26,13.5,cp-high,yes,7:00,2022-05-20 12:26
2022-05-20 19:56,20.5,cp-high,yes,7:00,2022-05-20 12:56
2022-05-20 20:26,23,cp-high,yes,7:00,2022-05-20 13:26
2022-05-20 20:56,25,cp-high,yes,7:00,2022-05-20 13:56
2022-05-20 21:26,25,cp-high,yes,7:00,2022-05-20 14:26
2022-05-20 21:56,21,cp-high,yes,7:00,2022-05-20 14:56
2022-05-20 22:26,22.5,cp-high,yes,7:00,2022-05-20 15:26
2022-05-20 22:56,24,cp-high,yes,7:00,2022-05-20 15:56
2022-05-20 23:26,23.5,cp-high,yes,7:00,2022-05-20 16:26
2022-05-20 23:56,22.5,cp-high,yes,7:00,2022-05-20 16:56
2022-05-21 0:26,21,cp-high,yes,7:00,2022-05-20 17:26
2022-05-21 0:56,19.5,cp-high,yes,7:00,2022-05-20 17:56
2022-05-21 1:26,17.5,cp-high,yes,7:00,2022-05-20 18:26
2022-05-21 1:56,17,cp-high,yes,7:00,2022-05-20 18:56
2022-05-21 2:26,16.5,cp-high,yes,7:00,2022-05-20 19:26
2022-05-21 2:56,16.5,cp-high,yes,7:00,2022-05-20 19:56
2022-05-21 3:26,13.5,cp-high,yes,7:00,2022-05-20 20:26
2022-05-21 3:56,10.5,cp-high,yes,7:00,2022-05-20 20:56
2022-05-21 4:26,10,cp-high,yes,7:00,2022-05-20 21:26
2022-05-21 4:56,10,cp-high,yes,7:00,2022-05-20 21:56
2022-05-21 5:26,10,cp-high,yes,7:00,2022-05-20 22:26
2022-05-21 5:56,10,cp-high,yes,7:00,2022-05-20 22:56
2022-05-21 6:26,10,cp-high,yes,7:00,2022-05-20 23:26
2022-05-21 6:56,10,cp-high,yes,7:00,2022-05-20 23:56
2022-05-21 7:26,10,cp-high,yes,7:00,2022-05-21 0:26
2022-05-21 7:56,10,cp-high,yes,7:00,2022-05-21 0:56
2022-05-21 8:26,10,cp-high,yes,7:00,2022-05-21 1:26
2022-05-21 8:56,10,cp-high,yes,7:00,2022-05-21 1:56
2022-05-21 9:26,10,cp-high,yes,7:00,2022-05-21 2:26
2022-05-21 9:56,10,cp-high,yes,7:00,2022-05-21 2:56
2022-05-21 10:26,10,cp-high,yes,7:00,2022-05-21 3:26
2022-05-21 10:56,10,cp-high,yes,7:00,2022-05-21 3:56
2022-05-21 11:26,10,cp-high,yes,7:00,2022-05-21 4:26
2022-05-21 11:56,10,cp-high,yes,7:00,2022-05-21 4:56
2022-05-21 12:26,10,cp-high,yes,7:00,2022-05-21 5:26
2022-05-21 12:56,10,cp-high,yes,7:00,2022-05-21 5:56
2022-05-21 13:26,10,cp-high,yes,7:00,2022-05-21 6:26
2022-05-21 13:56,10,cp-high,yes,7:00,2022-05-21 6:56
2022-05-21 14:26,10,cp-high,yes,7:00,2022-05-21 7:26
2022-05-21 14:56,10,cp-high,yes,7:00,2022-05-21 7:56
2022-05-21 15:26,10.5,cp-high,yes,7:00,2022-05-21 8:26
2022-05-21 15:56,10.5,cp-high,yes,7:00,2022-05-21 8:56
2022-05-21 16:26,10.5,cp-high,yes,7:00,2022-05-21 9:26
2022-05-21 16:56,10.5,cp-high,yes,7:00,2022-05-21 9:56
2022-05-21 17:26,10.5,cp-high,yes,7:00,2022-05-21 10:26
2022-05-21 17:56,11,cp-high,yes,7:00,2022-05-21 10:56
2022-05-21 18:26,11.5,cp-high,yes,7:00,2022-05-21 11:26
2022-05-21 18:56,12,cp-high,yes,7:00,2022-05-21 11:56
2022-05-21 19:26,13,cp-high,yes,7:00,2022-05-21 12:26
2022-05-21 19:56,13,cp-high,yes,7:00,2022-05-21 12:56
2022-05-21 20:26,20,cp-high,yes,7:00,2022-05-21 13:26
2022-05-21 20:56,23.5,cp-high,yes,7:00,2022-05-21 13:56
2022-05-21 21:26,25.5,cp-high,yes,7:00,2022-05-21 14:26
2022-05-21 21:56,25.5,cp-high,yes,7:00,2022-05-21 14:56
2022-05-21 22:26,25,cp-high,yes,7:00,2022-05-21 15:26
2022-05-21 22:56,25,cp-high,yes,7:00,2022-05-21 15:56
2022-05-21 23:26,24.5,cp-high,yes,7:00,2022-05-21 16:26
2022-05-21 23:56,23,cp-high,yes,7:00,2022-05-21 16:56
2022-05-22 0:26,21.5,cp-high,yes,7:00,2022-05-21 17:26
2022-05-22 0:56,20,cp-high,yes,7:00,2022-05-21 17:56
2022-05-22 1:26,18,cp-high,yes,7:00,2022-05-21 18:26
2022-05-22 1:56,17,cp-high,yes,7:00,2022-05-21 18:56
2022-05-22 2:26,16.5,cp-high,yes,7:00,2022-05-21 19:26
2022-05-22 2:56,15.5,cp-high,yes,7:00,2022-05-21 19:56
2022-05-22 3:26,15,cp-high,yes,7:00,2022-05-21 20:26
2022-05-22 3:56,13.5,cp-high,yes,7:00,2022-05-21 20:56
2022-05-22 4:26,13,cp-high,yes,7:00,2022-05-21 21:26
2022-05-22 4:56,12.5,cp-high,yes,7:00,2022-05-21 21:56
2022-05-22 5:26,12,cp-high,yes,7:00,2022-05-21 22:26
2022-05-22 5:56,11.5,cp-high,yes,7:00,2022-05-21 22:56
2022-05-22 6:26,11,cp-high,yes,7:00,2022-05-21 23:26
2022-05-22 6:56,10,cp-high,yes,7:00,2022-05-21 23:56
2022-05-22 7:26,10,cp-high,yes,7:00,2022-05-22 0:26
2022-05-22 7:56,10.5,cp-high,yes,7:00,2022-05-22 0:56
2022-05-22 8:26,10,cp-high,yes,7:00,2022-05-22 1:26
2022-05-22 8:56,10.5,cp-high,yes,7:00,2022-05-22 1:56
2022-05-22 9:26,10.5,cp-high,yes,7:00,2022-05-22 2:26
2022-05-22 9:56,10,cp-high,yes,7:00,2022-05-22 2:56
2022-05-22 10:26,10.5,cp-high,yes,7:00,2022-05-22 3:26
2022-05-22 10:56,10.5,cp-high,yes,7:00,2022-05-22 3:56
2022-05-22 11:26,10.5,cp-high,yes,7:00,2022-05-22 4:26
2022-05-22 11:56,10.5,cp-high,yes,7:00,2022-05-22 4:56
2022-05-22 12:26,10.5,cp-high,yes,7:00,2022-05-22 5:26
2022-05-22 12:56,11,cp-high,yes,7:00,2022-05-22 5:56
2022-05-22 13:26,11,cp-high,yes,7:00,2022-05-22 6:26
2022-05-22 13:56,11,cp-high,yes,7:00,2022-05-22 6:56
2022-05-22 14:26,11,cp-high,yes,7:00,2022-05-22 7:26
2022-05-22 14:56,11,cp-high,yes,7:00,2022-05-22 7:56
2022-05-22 15:26,11,cp-high,yes,7:00,2022-05-22 8:26
2022-05-22 15:56,11.5,cp-high,yes,7:00,2022-05-22 8:56
2022-05-22 16:26,11.5,cp-high,yes,7:00,2022-05-22 9:26
2022-05-22 16:56,12,cp-high,yes,7:00,2022-05-22 9:56
2022-05-22 17:26,12,cp-high,yes,7:00,2022-05-22 10:26
2022-05-22 17:56,12,cp-high,yes,7:00,2022-05-22 10:56
2022-05-22 18:26,12,cp-high,yes,7:00,2022-05-22 11:26
2022-05-22 18:56,12.5,cp-high,yes,7:00,2022-05-22 11:56
2022-05-22 19:26,13.5,cp-high,yes,7:00,2022-05-22 12:26
2022-05-22 19:56,13.5,cp-high,yes,7:00,2022-05-22 12:56
2022-05-22 20:26,14,cp-high,yes,7:00,2022-05-22 13:26
2022-05-22 20:56,14.5,cp-high,yes,7:00,2022-05-22 13:56
2022-05-22 21:26,16.5,cp-high,yes,7:00,2022-05-22 14:26
2022-05-22 21:56,22,cp-high,yes,7:00,2022-05-22 14:56
2022-05-22 22:26,23,cp-high,yes,7:00,2022-05-22 15:26
2022-05-22 22:56,22,cp-high,yes,7:00,2022-05-22 15:56
2022-05-22 23:26,23,cp-high,yes,7:00,2022-05-22 16:26
2022-05-22 23:56,22.5,cp-high,yes,7:00,2022-05-22 16:56
2022-05-23 0:26,20.5,cp-high,yes,7:00,2022-05-22 17:26
2022-05-23 0:56,19.5,cp-high,yes,7:00,2022-05-22 17:56
2022-05-23 1:26,18.5,cp-high,yes,7:00,2022-05-22 18:26
2022-05-23 1:56,18,cp-high,yes,7:00,2022-05-22 18:56
2022-05-23 2:26,17,cp-high,yes,7:00,2022-05-22 19:26
2022-05-23 2:56,16.5,cp-high,yes,7:00,2022-05-22 19:56
2022-05-23 3:26,16,cp-high,yes,7:00,2022-05-22 20:26
2022-05-23 3:56,15,cp-high,yes,7:00,2022-05-22 20:56
2022-05-23 4:26,14.5,cp-high,yes,7:00,2022-05-22 21:26
2022-05-23 4:56,14,cp-high,yes,7:00,2022-05-22 21:56
2022-05-23 5:26,13,cp-high,yes,7:00,2022-05-22 22:26
2022-05-23 5:56,13,cp-high,yes,7:00,2022-05-22 22:56
2022-05-23 6:26,11.5,cp-high,yes,7:00,2022-05-22 23:26
2022-05-23 6:56,11,cp-high,yes,7:00,2022-05-22 23:56
2022-05-23 7:26,10.5,cp-high,yes,7:00,2022-05-23 0:26
2022-05-23 7:56,10,cp-high,yes,7:00,2022-05-23 0:56
2022-05-23 8:26,10,cp-high,yes,7:00,2022-05-23 1:26
2022-05-23 8:56,10.5,cp-high,yes,7:00,2022-05-23 1:56
2022-05-23 9:26,10.5,cp-high,yes,7:00,2022-05-23 2:26
2022-05-23 9:56,10.5,cp-high,yes,7:00,2022-05-23 2:56
2022-05-23 10:26,10.5,cp-high,yes,7:00,2022-05-23 3:26
2022-05-23 10:56,10.5,cp-high,yes,7:00,2022-05-23 3:56
2022-05-23 11:26,10.5,cp-high,yes,7:00,2022-05-23 4:26
2022-05-23 11:56,11,cp-high,yes,7:00,2022-05-23 4:56
2022-05-23 12:26,11.5,cp-high,yes,7:00,2022-05-23 5:26
2022-05-23 12:56,11.5,cp-high,yes,7:00,2022-05-23 5:56
2022-05-23 13:26,12,cp-high,yes,7:00,2022-05-23 6:26
2022-05-23 13:56,12,cp-high,yes,7:00,2022-05-23 6:56
2022-05-23 14:26,12,cp-high,yes,7:00,2022-05-23 7:26
2022-05-23 14:56,12,cp-high,yes,7:00,2022-05-23 7:56
2022-05-23 15:26,12,cp-high,yes,7:00,2022-05-23 8:26
2022-05-23 15:56,12,cp-high,yes,7:00,2022-05-23 8:56
2022-05-23 16:26,12,cp-high,yes,7:00,2022-05-23 9:26
2022-05-23 16:56,12.5,cp-high,yes,7:00,2022-05-23 9:56
2022-05-23 17:26,12.5,cp-high,yes,7:00,2022-05-23 10:26
2022-05-23 17:56,12.5,cp-high,yes,7:00,2022-05-23 10:56
2022-05-23 18:26,13,cp-high,yes,7:00,2022-05-23 11:26
2022-05-23 18:56,13,cp-high,yes,7:00,2022-05-23 11:56
2022-05-23 19:26,12.5,cp-high,yes,7:00,2022-05-23 12:26
2022-05-23 19:56,13,cp-high,yes,7:00,2022-05-23 12:56
2022-05-23 20:26,13,cp-high,yes,7:00,2022-05-23 13:26
2022-05-23 20:56,13.5,cp-high,yes,7:00,2022-05-23 13:56
2022-05-23 21:26,13,cp-high,yes,7:00,2022-05-23 14:26
2022-05-23 21:56,13.5,cp-high,yes,7:00,2022-05-23 14:56
2022-05-23 22:26,14.5,cp-high,yes,7:00,2022-05-23 15:26
2022-05-23 22:56,15.5,cp-high,yes,7:00,2022-05-23 15:56
2022-05-23 23:26,19,cp-high,yes,7:00,2022-05-23 16:26
2022-05-23 23:56,18.5,cp-high,yes,7:00,2022-05-23 16:56
2022-05-24 0:26,18.5,cp-high,yes,7:00,2022-05-23 17:26
2022-05-24 0:56,16.5,cp-high,yes,7:00,2022-05-23 17:56
2022-05-24 1:26,16,cp-high,yes,7:00,2022-05-23 18:26
2022-05-24 1:56,16,cp-high,yes,7:00,2022-05-23 18:56
2022-05-24 2:26,15.5,cp-high,yes,7:00,2022-05-23 19:26
2022-05-24 2:56,14.5,cp-high,yes,7:00,2022-05-23 19:56
2022-05-24 3:26,13.5,cp-high,yes,7:00,2022-05-23 20:26
2022-05-24 3:56,13,cp-high,yes,7:00,2022-05-23 20:56
2022-05-24 4:26,12,cp-high,yes,7:00,2022-05-23 21:26
2022-05-24 4:56,12,cp-high,yes,7:00,2022-05-23 21:56
2022-05-24 5:26,12.5,cp-high,yes,7:00,2022-05-23 22:26
2022-05-24 5:56,11.5,cp-high,yes,7:00,2022-05-23 22:56
2022-05-24 6:26,13,cp-high,yes,7:00,2022-05-23 23:26
2022-05-24 6:56,13,cp-high,yes,7:00,2022-05-23 23:56
2022-05-24 7:26,12.5,cp-high,yes,7:00,2022-05-24 0:26
2022-05-24 7:56,11.5,cp-high,yes,7:00,2022-05-24 0:56
2022-05-24 8:26,11,cp-high,yes,7:00,2022-05-24 1:26
2022-05-24 8:56,10.5,cp-high,yes,7:00,2022-05-24 1:56
2022-05-24 9:26,10.5,cp-high,yes,7:00,2022-05-24 2:26
2022-05-24 9:56,10.5,cp-high,yes,7:00,2022-05-24 2:56
2022-05-24 10:26,10.5,cp-high,yes,7:00,2022-05-24 3:26
2022-05-24 10:56,10.5,cp-high,yes,7:00,2022-05-24 3:56
2022-05-24 11:26,10.5,cp-high,yes,7:00,2022-05-24 4:26
2022-05-24 11:56,10.5,cp-high,yes,7:00,2022-05-24 4:56
2022-05-24 12:26,11,cp-high,yes,7:00,2022-05-24 5:26
2022-05-24 12:56,11,cp-high,yes,7:00,2022-05-24 5:56
2022-05-24 13:26,11,cp-high,yes,7:00,2022-05-24 6:26
2022-05-24 13:56,11.5,cp-high,yes,7:00,2022-05-24 6:56
2022-05-24 14:26,11.5,cp-high,yes,7:00,2022-05-24 7:26
2022-05-24 14:56,11.5,cp-high,yes,7:00,2022-05-24 7:56
2022-05-24 15:26,12.5,cp-high,yes,7:00,2022-05-24 8:26
2022-05-24 15:56,13.5,cp-high,yes,7:00,2022-05-24 8:56
2022-05-24 16:26,15.5,cp-high,yes,7:00,2022-05-24 9:26
2022-05-24 16:56,16,cp-high,yes,7:00,2022-05-24 9:56
2022-05-24 17:26,17.5,cp-high,yes,7:00,2022-05-24 10:26
2022-05-24 17:56,15,cp-high,yes,7:00,2022-05-24 10:56
2022-05-24 18:26,13.5,cp-high,yes,7:00,2022-05-24 11:26
2022-05-24 18:56,13,cp-high,yes,7:00,2022-05-24 11:56
2022-05-24 19:26,13.5,cp-high,yes,7:00,2022-05-24 12:26
2022-05-24 19:56,13,cp-high,yes,7:00,2022-05-24 12:56
2022-05-24 20:26,13,cp-high,yes,7:00,2022-05-24 13:26
2022-05-24 20:56,13,cp-high,yes,7:00,2022-05-24 13:56
2022-05-24 21:26,12.5,cp-high,yes,7:00,2022-05-24 14:26
2022-05-24 21:56,12,cp-high,yes,7:00,2022-05-24 14:56
2022-05-24 22:26,12.5,cp-high,yes,7:00,2022-05-24 15:26
2022-05-24 22:56,13,cp-high,yes,7:00,2022-05-24 15:56
2022-05-24 23:26,13.5,cp-high,yes,7:00,2022-05-24 16:26
2022-05-24 23:56,13.5,cp-high,yes,7:00,2022-05-24 16:56
2022-05-25 0:26,13.5,cp-high,yes,7:00,2022-05-24 17:26
2022-05-25 0:56,14,cp-high,yes,7:00,2022-05-24 17:56
2022-05-25 1:26,14,cp-high,yes,7:00,2022-05-24 18:26
2022-05-25 1:56,14,cp-high,yes,7:00,2022-05-24 18:56
2022-05-25 2:26,14,cp-high,yes,7:00,2022-05-24 19:26
2022-05-25 2:56,13.5,cp-high,yes,7:00,2022-05-24 19:56
2022-05-25 3:26,13,cp-high,yes,7:00,2022-05-24 20:26
2022-05-25 3:56,13,cp-high,yes,7:00,2022-05-24 20:56
2022-05-25 4:26,13,cp-high,yes,7:00,2022-05-24 21:26
2022-05-25 4:56,12.5,cp-high,yes,7:00,2022-05-24 21:56
2022-05-25 5:26,13,cp-high,yes,7:00,2022-05-24 22:26
2022-05-25 5:56,13,cp-high,yes,7:00,2022-05-24 22:56
2022-05-25 6:26,13,cp-high,yes,7:00,2022-05-24 23:26
2022-05-25 6:56,12.5,cp-high,yes,7:00,2022-05-24 23:56
2022-05-25 7:26,11.5,cp-high,yes,7:00,2022-05-25 0:26
2022-05-25 7:56,10.5,cp-high,yes,7:00,2022-05-25 0:56
2022-05-25 8:26,11,cp-high,yes,7:00,2022-05-25 1:26
2022-05-25 8:56,10.5,cp-high,yes,7:00,2022-05-25 1:56
2022-05-25 9:26,10.5,cp-high,yes,7:00,2022-05-25 2:26
2022-05-25 9:56,11,cp-high,yes,7:00,2022-05-25 2:56
2022-05-25 10:26,11,cp-high,yes,7:00,2022-05-25 3:26
2022-05-25 10:56,11,cp-high,yes,7:00,2022-05-25 3:56
2022-05-25 11:26,11,cp-high,yes,7:00,2022-05-25 4:26
2022-05-25 11:56,11.5,cp-high,yes,7:00,2022-05-25 4:56
2022-05-25 12:26,11,cp-high,yes,7:00,2022-05-25 5:26
2022-05-25 12:56,11.5,cp-high,yes,7:00,2022-05-25 5:56
2022-05-25 13:26,11.5,cp-high,yes,7:00,2022-05-25 6:26
2022-05-25 13:56,11.5,cp-high,yes,7:00,2022-05-25 6:56
2022-05-25 14:26,11.5,cp-high,yes,7:00,2022-05-25 7:26
2022-05-25 14:56,11.5,cp-high,yes,7:00,2022-05-25 7:56
2022-05-25 15:26,12,cp-high,yes,7:00,2022-05-25 8:26
2022-05-25 15:56,12.5,cp-high,yes,7:00,2022-05-25 8:56
2022-05-25 16:26,13,cp-high,yes,7:00,2022-05-25 9:26
2022-05-25 16:56,13.5,cp-high,yes,7:00,2022-05-25 9:56
2022-05-25 17:26,14,cp-high,yes,7:00,2022-05-25 10:26
2022-05-25 17:56,15.5,cp-high,yes,7:00,2022-05-25 10:56
2022-05-25 18:26,17,cp-high,yes,7:00,2022-05-25 11:26
2022-05-25 18:56,17.5,cp-high,yes,7:00,2022-05-25 11:56
2022-05-25 19:26,17,cp-high,yes,7:00,2022-05-25 12:26
2022-05-25 19:56,13,cp-high,yes,7:00,2022-05-25 12:56
2022-05-25 20:26,13,cp-high,yes,7:00,2022-05-25 13:26
2022-05-25 20:56,13,cp-high,yes,7:00,2022-05-25 13:56
2022-05-25 21:26,12.5,cp-high,yes,7:00,2022-05-25 14:26
2022-05-25 21:56,12.5,cp-high,yes,7:00,2022-05-25 14:56
2022-05-25 22:26,12,cp-high,yes,7:00,2022-05-25 15:26
2022-05-25 22:56,13,cp-high,yes,7:00,2022-05-25 15:56
2022-05-25 23:26,12,cp-high,yes,7:00,2022-05-25 16:26
2022-05-25 23:56,12,cp-high,yes,7:00,2022-05-25 16:56
2022-05-26 0:26,11.5,cp-high,yes,7:00,2022-05-25 17:26
2022-05-26 0:56,11.5,cp-high,yes,7:00,2022-05-25 17:56
2022-05-26 1:26,12,cp-high,yes,7:00,2022-05-25 18:26
2022-05-26 1:56,12.5,cp-high,yes,7:00,2022-05-25 18:56
2022-05-26 2:26,13,cp-high,yes,7:00,2022-05-25 19:26
2022-05-26 2:56,13,cp-high,yes,7:00,2022-05-25 19:56
2022-05-26 3:26,12.5,cp-high,yes,7:00,2022-05-25 20:26
2022-05-26 3:56,12,cp-high,yes,7:00,2022-05-25 20:56
2022-05-26 4:26,11,cp-high,yes,7:00,2022-05-25 21:26
2022-05-26 4:56,11,cp-high,yes,7:00,2022-05-25 21:56
2022-05-26 5:26,12,cp-high,yes,7:00,2022-05-25 22:26
2022-05-26 5:56,12,cp-high,yes,7:00,2022-05-25 22:56
2022-05-26 6:26,12.5,cp-high,yes,7:00,2022-05-25 23:26
2022-05-26 6:56,12.5,cp-high,yes,7:00,2022-05-25 23:56
2022-05-26 7:26,12.5,cp-high,yes,7:00,2022-05-26 0:26
2022-05-26 7:56,12.5,cp-high,yes,7:00,2022-05-26 0:56
2022-05-26 8:26,12.5,cp-high,yes,7:00,2022-05-26 1:26
2022-05-26 8:56,12,cp-high,yes,7:00,2022-05-26 1:56
2022-05-26 9:26,11,cp-high,yes,7:00,2022-05-26 2:26
2022-05-26 9:56,10.5,cp-high,yes,7:00,2022-05-26 2:56
2022-05-26 10:26,11.5,cp-high,yes,7:00,2022-05-26 3:26
2022-05-26 10:56,11,cp-high,yes,7:00,2022-05-26 3:56
2022-05-26 11:26,11,cp-high,yes,7:00,2022-05-26 4:26
2022-05-26 11:56,11,cp-high,yes,7:00,2022-05-26 4:56
2022-05-26 12:26,11,cp-high,yes,7:00,2022-05-26 5:26
2022-05-26 12:56,11,cp-high,yes,7:00,2022-05-26 5:56
2022-05-26 13:26,11,cp-high,yes,7:00,2022-05-26 6:26
2022-05-26 13:56,11,cp-high,yes,7:00,2022-05-26 6:56
2022-05-26 14:26,11.5,cp-high,yes,7:00,2022-05-26 7:26
2022-05-26 14:56,12,cp-high,yes,7:00,2022-05-26 7:56
2022-05-26 15:26,12.5,cp-high,yes,7:00,2022-05-26 8:26
2022-05-26 15:56,15,cp-high,yes,7:00,2022-05-26 8:56
2022-05-26 16:26,16,cp-high,yes,7:00,2022-05-26 9:26
2022-05-26 16:56,17.5,cp-high,yes,7:00,2022-05-26 9:56
2022-05-26 17:26,19.5,cp-high,yes,7:00,2022-05-26 10:26
2022-05-26 17:56,23,cp-high,yes,7:00,2022-05-26 10:56
2022-05-26 18:26,24.5,cp-high,yes,7:00,2022-05-26 11:26
2022-05-26 18:56,23.5,cp-high,yes,7:00,2022-05-26 11:56
2022-05-26 19:26,22,cp-high,yes,7:00,2022-05-26 12:26
2022-05-26 19:56,22.5,cp-high,yes,7:00,2022-05-26 12:56
2022-05-26 20:26,18.5,cp-high,yes,7:00,2022-05-26 13:26
2022-05-26 20:56,14,cp-high,yes,7:00,2022-05-26 13:56
2022-05-26 21:26,13,cp-high,yes,7:00,2022-05-26 14:26
2022-05-26 21:56,13,cp-high,yes,7:00,2022-05-26 14:56
2022-05-26 22:26,13,cp-high,yes,7:00,2022-05-26 15:26
2022-05-26 22:56,12.5,cp-high,yes,7:00,2022-05-26 15:56
2022-05-26 23:26,11.5,cp-high,yes,7:00,2022-05-26 16:26
2022-05-26 23:56,11,cp-high,yes,7:00,2022-05-26 16:56
2022-05-27 0:26,10.5,cp-high,yes,7:00,2022-05-26 17:26
2022-05-27 0:56,10.5,cp-high,yes,7:00,2022-05-26 17:56
2022-05-27 1:26,10.5,cp-high,yes,7:00,2022-05-26 18:26
2022-05-27 1:56,11,cp-high,yes,7:00,2022-05-26 18:56
2022-05-27 2:26,11,cp-high,yes,7:00,2022-05-26 19:26
2022-05-27 2:56,11.5,cp-high,yes,7:00,2022-05-26 19:56
2022-05-27 3:26,11.5,cp-high,yes,7:00,2022-05-26 20:26
2022-05-27 3:56,11.5,cp-high,yes,7:00,2022-05-26 20:56
2022-05-27 4:26,11.5,cp-high,yes,7:00,2022-05-26 21:26
2022-05-27 4:56,11.5,cp-high,yes,7:00,2022-05-26 21:56
2022-05-27 5:26,11.5,cp-high,yes,7:00,2022-05-26 22:26
2022-05-27 5:56,11.5,cp-high,yes,7:00,2022-05-26 22:56
2022-05-27 6:26,11.5,cp-high,yes,7:00,2022-05-26 23:26
2022-05-27 6:56,12,cp-high,yes,7:00,2022-05-26 23:56
2022-05-27 7:26,12,cp-high,yes,7:00,2022-05-27 0:26
2022-05-27 7:56,12,cp-high,yes,7:00,2022-05-27 0:56
2022-05-27 8:26,12,cp-high,yes,7:00,2022-05-27 1:26
2022-05-27 8:56,12,cp-high,yes,7:00,2022-05-27 1:56
2022-05-27 9:26,12,cp-high,yes,7:00,2022-05-27 2:26
2022-05-27 9:56,11.5,cp-high,yes,7:00,2022-05-27 2:56
2022-05-27 10:26,11.5,cp-high,yes,7:00,2022-05-27 3:26
2022-05-27 10:56,11.5,cp-high,yes,7:00,2022-05-27 3:56
2022-05-27 11:26,12,cp-high,yes,7:00,2022-05-27 4:26
2022-05-27 11:56,11,cp-high,yes,7:00,2022-05-27 4:56
2022-05-27 12:26,11,cp-high,yes,7:00,2022-05-27 5:26
2022-05-27 12:56,11,cp-high,yes,7:00,2022-05-27 5:56
2022-05-27 13:26,11.5,cp-high,yes,7:00,2022-05-27 6:26
2022-05-27 13:56,11.5,cp-high,yes,7:00,2022-05-27 6:56
2022-05-27 14:26,11.5,cp-high,yes,7:00,2022-05-27 7:26
2022-05-27 14:56,11.5,cp-high,yes,7:00,2022-05-27 7:56
2022-05-27 15:26,12,cp-high,yes,7:00,2022-05-27 8:26
2022-05-27 15:56,12.5,cp-high,yes,7:00,2022-05-27 8:56
2022-05-27 16:26,14,cp-high,yes,7:00,2022-05-27 9:26
2022-05-27 16:56,15,cp-high,yes,7:00,2022-05-27 9:56
2022-05-27 17:26,17.5,cp-high,yes,7:00,2022-05-27 10:26
2022-05-27 17:56,22,cp-high,yes,7:00,2022-05-27 10:56
2022-05-27 18:26,24,cp-high,yes,7:00,2022-05-27 11:26
2022-05-27 18:56,23.5,cp-high,yes,7:00,2022-05-27 11:56
2022-05-27 19:26,27,cp-high,yes,7:00,2022-05-27 12:26
2022-05-27 19:56,28.5,cp-high,yes,7:00,2022-05-27 12:56
2022-05-27 20:26,26.5,cp-high,yes,7:00,2022-05-27 13:26
2022-05-27 20:56,28.5,cp-high,yes,7:00,2022-05-27 13:56
2022-05-27 21:26,16,cp-high,yes,7:00,2022-05-27 14:26
2022-05-27 21:56,15,cp-high,yes,7:00,2022-05-27 14:56
2022-05-27 22:26,14,cp-high,yes,7:00,2022-05-27 15:26
2022-05-27 22:56,13.5,cp-high,yes,7:00,2022-05-27 15:56
2022-05-27 23:26,12.5,cp-high,yes,7:00,2022-05-27 16:26
2022-05-27 23:56,12,cp-high,yes,7:00,2022-05-27 16:56
2022-05-28 0:26,11.5,cp-high,yes,7:00,2022-05-27 17:26
2022-05-28 0:56,11,cp-high,yes,7:00,2022-05-27 17:56
2022-05-28 1:26,11,cp-high,yes,7:00,2022-05-27 18:26
2022-05-28 1:56,11.5,cp-high,yes,7:00,2022-05-27 18:56
2022-05-28 2:26,11,cp-high,yes,7:00,2022-05-27 19:26
2022-05-28 2:56,11.5,cp-high,yes,7:00,2022-05-27 19:56
