illumina_sample_id,sample_id,site_id,original_sample_type,updated_sample_type,keep_samples,year,month,day,SampleID,water_type,salinity_notes,aquarium_salinity,position_of_meristem,length_cm,width_cm,fouling,bleaching,recovered_bleaching,blistering,reproductive,split,flap,holes,lab_or_field_sampled,aquarium,aquarium_day,desmerestia,spad500_reading_1,spad500_reading_2,notes,N.conduct,mean.conduct,sd.conduct,N.ph,mean.ph,sd.ph,N.temp,mean.temp,sd.temp,se.conduct,lci.conduct,uci.conduct,se.temp,lci.temp,uci.temp,se.ph,lci.ph,uci.ph
fakekelp-high-gw-2022-7-12,fakekelp-high-gw-2022-7-12,gw,fakekelp-high,meristem,y,2022,7,12,fakekelp-high-gw-2022-7-12,ocean,,30,,NA,NA,,,,,,,,,field,,D-1,,NA,NA,,3,25.36,0.31432467,3,8.080349,0.002783369,3,14.7,0.17320508,0.181475435,25.004308,25.71569,0.1,14.504,14.896,0.1,7.884349,8.276349
meristem10-gw-2022-5-17,meristem10-gw-2022-5-17,gw,meristem,meristem,y,2022,5,17,meristem10-gw-2022-5-17,ocean,,20,submerged,31,11,low,no,,no,no,,,,field,yes,D-1,,NA,NA,,3,26.81667,0.08386497,3,8.134986,0,3,10.6,0.17320508,0.048419463,26.721765,26.91157,0.1,10.404,10.796,0.1,7.938986,8.330986
meristem10-gw-2022-5-3,meristem10-gw-2022-5-3,gw,meristem,meristem,y,2022,5,3,meristem10-gw-2022-5-3,ocean,,20,submerged,NA,NA,,,,,,,,,field,yes,D-1,,NA,NA,,3,27.76333,0.06806859,3,8.1382,0.002783369,3,10.3,0.1,0.03929942,27.686306,27.84036,0.05773503,10.186839,10.41316,0.05773503,8.02504,8.251361
meristem10-gw-2022-5-31,meristem10-gw-2022-5-31,gw,meristem,meristem,y,2022,5,31,meristem10-gw-2022-5-31,ocean,,20,submerged,NA,NA,,,,,,,,,field,yes,D-1,,NA,NA,,3,25.54333,0.306159,3,8.091598,0.008350107,3,13.83333,0.47258156,0.176760981,25.196882,25.88978,0.27284509,13.298557,14.36811,0.27284509,7.556821,8.626374
meristem10-gw-2022-6-14,meristem10-gw-2022-6-14,gw,meristem,meristem,y,2022,6,14,meristem10-gw-2022-6-14,ocean,,20,submerged,NA,NA,,,,,,,,,field,,D-1,,NA,NA,,3,25.66667,0.57735027,3,NA,NA,3,NA,NA,0.333333333,25.013333,26.32,NA,NA,NA,NA,NA,NA
meristem10-gw-2022-6-28,meristem10-gw-2022-6-28,gw,meristem,meristem,y,2022,6,28,meristem10-gw-2022-6-28,ocean,,20,submerged,NA,NA,,,,,,,,,field,,D-1,,NA,NA,,3,23.72667,0.16862187,3,8.080349,0.002783369,3,14.63333,0.15275252,0.097353879,23.535853,23.91748,0.08819171,14.460478,14.80619,0.08819171,7.907493,8.253205
meristem10-gw-2022-7-12,meristem10-gw-2022-7-12,gw,meristem,meristem,y,2022,7,12,meristem10-gw-2022-7-12,ocean,,20,submerged,NA,NA,,,,,,,,,field,,D-1,,NA,NA,,3,25.36,0.31432467,3,8.080349,0.002783369,3,14.7,0.17320508,0.181475435,25.004308,25.71569,0.1,14.504,14.896,0.1,7.884349,8.276349
meristem10-tb-2022-5-31,meristem10-tb-2022-5-31,tb,meristem,meristem,y,2022,5,31,meristem10-tb-2022-5-31,tidepool,,NA,submerged,7.5,4,high,no,,no,no,no,,,field,,,,NA,NA,,3,17.26,0.18193405,3,8.041781,0.005566738,3,17.66667,0.4163332,0.105039675,17.054122,17.46588,0.24037009,17.195541,18.13779,0.24037009,7.570656,8.512907
meristem10-tb-2022-6-14,meristem10-tb-2022-6-14,tb,meristem,meristem,y,2022,6,14,meristem10-tb-2022-6-14,tidepool,,20,submerged,14,5.5,low,no,,yes,no,no,no,,field,yes,D-1,,NA,NA,,3,12,0,3,NA,NA,3,NA,NA,0,12,12,NA,NA,NA,NA,NA,NA
meristem10-tb-2022-6-28,meristem10-tb-2022-6-28,tb,meristem,meristem,y,2022,6,28,meristem10-tb-2022-6-28,tidepool,,NA,submerged,8.5,3.5,low,yes,,yes,,,,,field,,,,NA,NA,,3,15.44,0.84504438,3,8.046602,0.005566738,3,17.36667,0.51316014,0.487886599,14.483742,16.39626,0.29627315,16.785971,17.94736,0.29627315,7.465907,8.627298
meristem10-tb-2022-7-27,meristem10-tb-2022-7-27,tb,meristem,meristem,y,2022,7,27,meristem10-tb-2022-7-27,tidepool,,NA,submerged,14,5.5,med,,,,,,y,,field,,,,NA,NA,from near seawall,3,19.76333,0.70030945,3,8.001607,0.028248111,3,20.93333,2.19620886,0.404323853,18.970859,20.55581,1.26798177,18.448089,23.41858,1.26798177,5.516363,10.486851
meristem11-tb-2022-5-17,meristem11-tb-2022-5-17,tb,meristem,meristem,y,2022,5,17,meristem11-tb-2022-5-17,tidepool,,NA,submerged,42,13.5,med,yes,,no,no,,,,field,,,,NA,NA,,3,21.43333,0.2145538,3,8.081956,0.004820937,3,14.7,0.43588989,0.123872695,21.190543,21.67612,0.25166115,14.206744,15.19326,0.25166115,7.5887,8.575212
meristem11-tb-2022-5-31,meristem11-tb-2022-5-31,tb,meristem,meristem,y,2022,5,31,meristem11-tb-2022-5-31,tidepool,,NA,submerged,28,6.5,high,no,,no,no,no,,,field,,,,NA,NA,,3,17.26,0.18193405,3,8.041781,0.005566738,3,17.66667,0.4163332,0.105039675,17.054122,17.46588,0.24037009,17.195541,18.13779,0.24037009,7.570656,8.512907
meristem11-tb-2022-7-12,meristem11-tb-2022-7-12,tb,meristem,meristem,y,2022,7,12,meristem11-tb-2022-7-12,tidepool,,NA,submerged,9.5,4,m,,,,,,,,field,,,,NA,NA,,3,14.38333,0.68237331,3,7.998393,0.019483584,3,21.26667,1.56311654,0.393968414,13.611155,15.15551,0.90246576,19.497834,23.0355,0.90246576,6.22956,9.767226
meristem11-tb-2022-7-27,meristem11-tb-2022-7-27,tb,meristem,meristem,y,2022,7,27,meristem11-tb-2022-7-27,tidepool,,NA,submerged,32.5,5.5,med,,,y,,y,,,field,,,,NA,NA,from near seawall,3,19.76333,0.70030945,3,8.001607,0.028248111,3,20.93333,2.19620886,0.404323853,18.970859,20.55581,1.26798177,18.448089,23.41858,1.26798177,5.516363,10.486851
meristem12-gw-2022-7-27,meristem12-gw-2022-7-27,gw,meristem,meristem,y,2022,7,27,meristem12-gw-2022-7-27,ocean,,20,submerged,NA,NA,,,,,,,,,field,,D-1,,NA,NA,,3,27.35333,0.54270925,3,8.056244,0.007364102,3,16.53333,0.4163332,0.313333333,26.7392,27.96747,0.24037009,16.062208,17.00446,0.24037009,7.585119,8.52737
meristem12-tb-2022-5-31,meristem12-tb-2022-5-31,tb,meristem,meristem,y,2022,5,31,meristem12-tb-2022-5-31,tidepool,,NA,submerged,48.5,11.5,high,yes,,no,no,no,,,field,,,,NA,NA,,3,17.26,0.18193405,3,8.041781,0.005566738,3,17.66667,0.4163332,0.105039675,17.054122,17.46588,0.24037009,17.195541,18.13779,0.24037009,7.570656,8.512907
meristem12-tb-2022-6-14,meristem12-tb-2022-6-14,tb,meristem,meristem,y,2022,6,14,meristem12-tb-2022-6-14,tidepool,,20,submerged,12,6.5,high,no,,no,no,no,no,,field,yes,D-1,,NA,NA,,3,12,0,3,NA,NA,3,NA,NA,0,12,12,NA,NA,NA,NA,NA,NA
meristem12-tb-2022-6-28,meristem12-tb-2022-6-28,tb,meristem,meristem,y,2022,6,28,meristem12-tb-2022-6-28,tidepool,,NA,submerged,9,4.5,med,no,,no,,,,,field,,,,NA,NA,,3,15.44,0.84504438,3,8.046602,0.005566738,3,17.36667,0.51316014,0.487886599,14.483742,16.39626,0.29627315,16.785971,17.94736,0.29627315,7.465907,8.627298
meristem12-tb-2022-7-12,meristem12-tb-2022-7-12,tb,meristem,meristem,y,2022,7,12,meristem12-tb-2022-7-12,tidepool,,NA,submerged,14.5,5.5,m,,,,,,,,field,,,,NA,NA,,3,14.38333,0.68237331,3,7.998393,0.019483584,3,21.26667,1.56311654,0.393968414,13.611155,15.15551,0.90246576,19.497834,23.0355,0.90246576,6.22956,9.767226
meristem13-gw-2022-5-31,meristem13-gw-2022-5-31,gw,meristem,meristem,y,2022,5,31,meristem13-gw-2022-5-31,ocean,,10,submerged,NA,NA,,,,,,,,,field,yes,D-1,,NA,NA,,3,25.54333,0.306159,3,8.091598,0.008350107,3,13.83333,0.47258156,0.176760981,25.196882,25.88978,0.27284509,13.298557,14.36811,0.27284509,7.556821,8.626374
meristem13-gw-2022-6-28,meristem13-gw-2022-6-28,gw,meristem,meristem,y,2022,6,28,meristem13-gw-2022-6-28,ocean,,10,submerged,NA,NA,,,,,,,,,field,,D-1,,NA,NA,,3,23.72667,0.16862187,3,8.080349,0.002783369,3,14.63333,0.15275252,0.097353879,23.535853,23.91748,0.08819171,14.460478,14.80619,0.08819171,7.907493,8.253205
meristem13-gw-2022-7-12,meristem13-gw-2022-7-12,gw,meristem,meristem,y,2022,7,12,meristem13-gw-2022-7-12,ocean,,10,submerged,NA,NA,,,,,,,,,field,,D-1,,NA,NA,,3,25.36,0.31432467,3,8.080349,0.002783369,3,14.7,0.17320508,0.181475435,25.004308,25.71569,0.1,14.504,14.896,0.1,7.884349,8.276349
meristem16gw202253,meristem16gw202253,gw,meristem,meristem,y,2022,5,3,meristem16gw202253,ocean,,10,submerged,NA,NA,,,,,,,,,field,yes,D-1,,NA,NA,,3,27.76333,0.06806859,3,8.1382,0.002783369,3,10.3,0.1,0.03929942,27.686306,27.84036,0.05773503,10.186839,10.41316,0.05773503,8.02504,8.251361
meristem16-gw-2022-6-28,meristem16-gw-2022-6-28,gw,meristem,meristem,y,2022,6,28,meristem16-gw-2022-6-28,ocean,,10,submerged,NA,NA,,,,,,,,,field,,D-1,,NA,NA,,3,23.72667,0.16862187,3,8.080349,0.002783369,3,14.63333,0.15275252,0.097353879,23.535853,23.91748,0.08819171,14.460478,14.80619,0.08819171,7.907493,8.253205
meristem1-cp-2022-4-18,meristem1-cp-2022-4-18,cp,meristem,meristem,y,2022,4,18,meristem1-cp-2022-4-18,ocean,,NA,submerged,5.842,2.032,low,no,,no,,,,,field,,,,NA,NA,,3,30,0,3,NA,NA,3,NA,NA,0,30,30,NA,NA,NA,NA,NA,NA
meristem1-cp-2022-5-30,meristem1-cp-2022-5-30,cp,meristem,meristem,y,2022,5,30,meristem1-cp-2022-5-30,ocean,,NA,submerged,12.5,9.5,med,no,,no,no,no,,,field,,,,NA,NA,,3,22.43333,0.0305505,3,8.112489,0.002783369,3,12.3,0.2,0.017638342,22.398762,22.4679,0.11547005,12.073679,12.52632,0.11547005,7.886167,8.33881
meristem1-cp-2022-6-27,meristem1-cp-2022-6-27,cp,meristem,meristem,y,2022,6,27,meristem1-cp-2022-6-27,ocean,,NA,submerged,65,20.5,med,no,,no,no,no,no,,field,,,,NA,NA,,3,23.2,0.07937254,3,8.051423,0.002783369,3,16.7,0,0.045825757,23.110182,23.28982,0,16.7,16.7,0,8.051423,8.051423
meristem1-cp-2022-7-13,meristem1-cp-2022-7-13,cp,meristem,meristem,y,2022,7,13,meristem1-cp-2022-7-13,ocean,,NA,submerged,48,15,m,no,,,,,,,field,,,,NA,NA,,3,24.24,0.01,3,8.057851,0,3,16.56667,0.11547005,0.005773503,24.228684,24.25132,0.06666667,16.436,16.69733,0.06666667,7.927185,8.188518
meristem1-gw-2022-5-17,meristem1-gw-2022-5-17,gw,meristem,meristem,y,2022,5,17,meristem1-gw-2022-5-17,ocean,,30,submerged,23,8,low,no,,no,no,,,,field,yes,D-1,,NA,NA,,3,26.81667,0.08386497,3,8.134986,0,3,10.6,0.17320508,0.048419463,26.721765,26.91157,0.1,10.404,10.796,0.1,7.938986,8.330986
meristem1-gw-2022-5-3,meristem1-gw-2022-5-3,gw,meristem,meristem,y,2022,5,3,meristem1-gw-2022-5-3,ocean,,30,submerged,43,16,low,no,,no,,,,,field,yes,D-1,,NA,NA,,3,27.76333,0.06806859,3,8.1382,0.002783369,3,10.3,0.1,0.03929942,27.686306,27.84036,0.05773503,10.186839,10.41316,0.05773503,8.02504,8.251361
meristem1-gw-2022-5-31,meristem1-gw-2022-5-31,gw,meristem,meristem,y,2022,5,31,meristem1-gw-2022-5-31,ocean,,30,submerged,57,15,high,no,,no,no,no,,,field,yes,D-1,,NA,NA,,3,25.54333,0.306159,3,8.091598,0.008350107,3,13.83333,0.47258156,0.176760981,25.196882,25.88978,0.27284509,13.298557,14.36811,0.27284509,7.556821,8.626374
meristem1-gw-2022-6-14,meristem1-gw-2022-6-14,gw,meristem,meristem,y,2022,6,14,meristem1-gw-2022-6-14,ocean,,30,submerged,104,25,high,no,,no,no,no,no,no,field,,D-1,,NA,NA,,3,25.66667,0.57735027,3,NA,NA,3,NA,NA,0.333333333,25.013333,26.32,NA,NA,NA,NA,NA,NA
meristem1-gw-2022-6-28,meristem1-gw-2022-6-28,gw,meristem,meristem,y,2022,6,28,meristem1-gw-2022-6-28,ocean,,30,submerged,38,9,sev,yes,,no,,,,,field,,D-1,,NA,NA,,3,23.72667,0.16862187,3,8.080349,0.002783369,3,14.63333,0.15275252,0.097353879,23.535853,23.91748,0.08819171,14.460478,14.80619,0.08819171,7.907493,8.253205
meristem1-gw-2022-7-12,meristem1-gw-2022-7-12,gw,meristem,meristem,y,2022,7,12,meristem1-gw-2022-7-12,ocean,,30,submerged,28.5,9.5,m,,,,,,,y,field,,D-1,,NA,NA,,3,25.36,0.31432467,3,8.080349,0.002783369,3,14.7,0.17320508,0.181475435,25.004308,25.71569,0.1,14.504,14.896,0.1,7.884349,8.276349
meristem1-scp-2022-5-2,meristem1-scp-2022-5-2,scp,meristem,meristem,y,2022,5,2,meristem1-scp-2022-5-2,ocean,,NA,submerged,28,5,med,yes,,no,,,,,field,,,,NA,NA,,3,25.42333,0.13051181,3,8.125344,0,3,11.23333,0.05773503,0.07535103,25.275645,25.57102,0.03333333,11.168,11.29867,0.03333333,8.060011,8.190678
meristem1-scp-2022-5-30,meristem1-scp-2022-5-30,scp,meristem,meristem,y,2022,5,30,meristem1-scp-2022-5-30,ocean,,NA,submerged,23,7,low,no,,no,no,no,,,field,,,,NA,NA,,3,16.73333,0.11718931,3,8.096419,0,3,13.53333,0.15275252,0.067659277,16.600721,16.86595,0.08819171,13.360478,13.70619,0.08819171,7.923563,8.269274
meristem1-scp-2022-6-13,meristem1-scp-2022-6-13,scp,meristem,meristem,y,2022,6,13,meristem1-scp-2022-6-13,ocean,,NA,submerged,26,2.5,low,no,,no,,,,,field,,,,NA,NA,,3,18,0,3,NA,NA,3,NA,NA,0,18,18,NA,NA,NA,NA,NA,NA
meristem1-scp-2022-6-27,meristem1-scp-2022-6-27,scp,meristem,meristem,y,2022,6,27,meristem1-scp-2022-6-27,ocean,,NA,submerged,20.5,5.5,med,no,,no,no,no,no,,field,,,,NA,NA,,3,19.50667,0.37554405,3,8.067493,0,3,15.66667,0.05773503,0.216820458,19.081699,19.93163,0.03333333,15.601333,15.732,0.03333333,8.00216,8.132826
meristem1-scp-2022-7-13,meristem1-scp-2022-7-13,scp,meristem,meristem,y,2022,7,13,meristem1-scp-2022-7-13,ocean,,NA,submerged,20,7,l,yes,,,,,,,field,,,,NA,NA,,3,18.07333,0.21126602,3,8.038567,0,3,17.96667,0.05773503,0.121974496,17.834263,18.3124,0.03333333,17.901333,18.032,0.03333333,7.973234,8.103901
meristem1-scp-2022-7-26,meristem1-scp-2022-7-26,scp,meristem,meristem,y,2022,7,26,meristem1-scp-2022-7-26,ocean,,NA,submerged,28,7,m,no,,no,,,y,,field,,,,NA,NA,,3,24.73333,0.69407012,3,8.065886,0.007364102,3,15.83333,0.55075706,0.400721571,23.947919,25.51875,0.31797973,15.210093,16.45657,0.31797973,7.442646,8.689126
meristem1-tb-2022-4-19,meristem1-tb-2022-4-19,tb,meristem,meristem,y,2022,4,19,meristem1-tb-2022-4-19,ocean,,NA,submerged,21,4.5,low,no,,no,,,,,field,,,,NA,NA,,3,27.66667,0.57735027,3,NA,NA,3,NA,NA,0.333333333,27.013333,28.32,NA,NA,NA,NA,NA,NA
meristem1-tb-2022-5-3,meristem1-tb-2022-5-3,tb,meristem,meristem,y,2022,5,3,meristem1-tb-2022-5-3,ocean,,NA,submerged,39,8,med,yes,,no,,,,,field,,,,NA,NA,,3,24.59,0.02645751,3,8.120523,0,3,11.76667,0.05773503,0.015275252,24.560061,24.61994,0.03333333,11.701333,11.832,0.03333333,8.05519,8.185857
meristem1-tb-2022-5-31,meristem1-tb-2022-5-31,tb,meristem,meristem,y,2022,5,31,meristem1-tb-2022-5-31,ocean,,NA,submerged,15.5,2.5,low,yes,,no,no,no,,,field,,,,NA,NA,,3,16.57667,0.28041636,3,8.073921,0.002783369,3,15.2,0.26457513,0.161898459,16.259346,16.89399,0.15275252,14.900605,15.49939,0.15275252,7.774526,8.373316
meristem1-tb-2022-6-14,meristem1-tb-2022-6-14,tb,meristem,meristem,y,2022,6,14,meristem1-tb-2022-6-14,ocean,,30,submerged,26,7,low,yes,,no,no,no,no,,field,yes,D-1,,NA,NA,,3,12,0,3,NA,NA,3,NA,NA,0,12,12,NA,NA,NA,NA,NA,NA
meristem1-tb-2022-6-28,meristem1-tb-2022-6-28,tb,meristem,meristem,y,2022,6,28,meristem1-tb-2022-6-28,ocean,,NA,submerged,18,4.5,sev,yes,,yes,,,,,field,,,,NA,NA,,3,16.45333,0.16921387,3,8.054637,0.005566739,3,16.63333,0.05773503,0.097695673,16.26185,16.64482,0.03333333,16.568,16.69867,0.03333333,7.989304,8.119971
meristem2-cp-2022-4-18,meristem2-cp-2022-4-18,cp,meristem,meristem,y,2022,4,18,meristem2-cp-2022-4-18,ocean,,NA,submerged,4.318,1.778,low,no,,no,,,,,field,,,,NA,NA,,3,30,0,3,NA,NA,3,NA,NA,0,30,30,NA,NA,NA,NA,NA,NA
meristem2-cp-2022-5-30,meristem2-cp-2022-5-30,cp,meristem,meristem,y,2022,5,30,meristem2-cp-2022-5-30,ocean,,NA,submerged,39,20,med,no,,no,no,no,,,field,,,,NA,NA,,3,22.43333,0.0305505,3,8.112489,0.002783369,3,12.3,0.2,0.017638342,22.398762,22.4679,0.11547005,12.073679,12.52632,0.11547005,7.886167,8.33881
meristem2-cp-2022-6-27,meristem2-cp-2022-6-27,cp,meristem,meristem,y,2022,6,27,meristem2-cp-2022-6-27,ocean,,NA,submerged,68,13,low,no,,no,no,no,no,,field,,,,NA,NA,,3,23.2,0.07937254,3,8.051423,0.002783369,3,16.7,0,0.045825757,23.110182,23.28982,0,16.7,16.7,0,8.051423,8.051423
meristem2-cp-2022-7-13,meristem2-cp-2022-7-13,cp,meristem,meristem,y,2022,7,13,meristem2-cp-2022-7-13,ocean,,NA,submerged,108,28,m,yes,,,,,,,field,,,,NA,NA,,3,24.24,0.01,3,8.057851,0,3,16.56667,0.11547005,0.005773503,24.228684,24.25132,0.06666667,16.436,16.69733,0.06666667,7.927185,8.188518
meristem2-cp-2022-7-26,meristem2-cp-2022-7-26,cp,meristem,meristem,y,2022,7,26,meristem2-cp-2022-7-26,ocean,,NA,submerged,7,4.5,m,no,,no,,,,,field,,,,NA,NA,,3,25.52333,0.23860707,3,8.038567,0,3,18.13333,0.2081666,0.137759855,25.253324,25.79334,0.12018504,17.897771,18.3689,0.12018504,7.803005,8.27413
meristem2-gw-2022-4-19,meristem2-gw-2022-4-19,gw,meristem,meristem,y,2022,4,19,meristem2-gw-2022-4-19,ocean,,20,submerged,29.4,17,low,no,,no,,,,,field,yes,D-1,,NA,NA,no innert lab surface/water at t=0,3,32.33333,0.57735027,3,NA,NA,3,NA,NA,0.333333333,31.68,32.98667,NA,NA,NA,NA,NA,NA
meristem2-scp-2022-5-16,meristem2-scp-2022-5-16,scp,meristem,meristem,y,2022,5,16,meristem2-scp-2022-5-16,ocean,,NA,submerged,166,22.5,med,no,,no,yes,,,,field,,,,NA,NA,says cp on tube,3,22.23,0.49689033,3,8.128558,0.002783369,3,10.96667,0.25166115,0.286879766,21.667716,22.79228,0.14529663,10.681885,11.25145,0.14529663,7.843777,8.41334
meristem2-scp-2022-5-2,meristem2-scp-2022-5-2,scp,meristem,meristem,y,2022,5,2,meristem2-scp-2022-5-2,ocean,,NA,submerged,9,3,low,no,,no,,,,,field,,,,NA,NA,,3,25.42333,0.13051181,3,8.125344,0,3,11.23333,0.05773503,0.07535103,25.275645,25.57102,0.03333333,11.168,11.29867,0.03333333,8.060011,8.190678
meristem2-scp-2022-6-27,meristem2-scp-2022-6-27,scp,meristem,meristem,y,2022,6,27,meristem2-scp-2022-6-27,ocean,,NA,submerged,19,5.5,sev,yes,,yes,no,no,no,,field,,,,NA,NA,,3,19.50667,0.37554405,3,8.067493,0,3,15.66667,0.05773503,0.216820458,19.081699,19.93163,0.03333333,15.601333,15.732,0.03333333,8.00216,8.132826
meristem2-scp-2022-7-13,meristem2-scp-2022-7-13,scp,meristem,meristem,y,2022,7,13,meristem2-scp-2022-7-13,ocean,,NA,submerged,10.5,4.5,l,,,,,,,,field,,,,NA,NA,,3,18.07333,0.21126602,3,8.038567,0,3,17.96667,0.05773503,0.121974496,17.834263,18.3124,0.03333333,17.901333,18.032,0.03333333,7.973234,8.103901
meristem2-scp-2022-7-26,meristem2-scp-2022-7-26,scp,meristem,meristem,y,2022,7,26,meristem2-scp-2022-7-26,ocean,,NA,submerged,24,5.5,l,no,,no,,,y,,field,,,,NA,NA,,3,24.73333,0.69407012,3,8.065886,0.007364102,3,15.83333,0.55075706,0.400721571,23.947919,25.51875,0.31797973,15.210093,16.45657,0.31797973,7.442646,8.689126
meristem2-tb-2022-5-17,meristem2-tb-2022-5-17,tb,meristem,meristem,y,2022,5,17,meristem2-tb-2022-5-17,ocean,,NA,submerged,10.5,4.5,low,yes,,no,no,,,,field,,,,NA,NA,,3,21.18,0.45033321,3,8.107668,0.005566739,3,12.63333,0.57735027,0.26,20.6704,21.6896,0.33333333,11.98,13.28667,0.33333333,7.454334,8.761001
meristem2-tb-2022-5-3,meristem2-tb-2022-5-3,tb,meristem,meristem,y,2022,5,3,meristem2-tb-2022-5-3,ocean,,NA,submerged,13,4.5,med,no,,no,,,,,field,,,,NA,NA,,3,24.59,0.02645751,3,8.120523,0,3,11.76667,0.05773503,0.015275252,24.560061,24.61994,0.03333333,11.701333,11.832,0.03333333,8.05519,8.185857
meristem2-tb-2022-5-31,meristem2-tb-2022-5-31,tb,meristem,meristem,y,2022,5,31,meristem2-tb-2022-5-31,ocean,,NA,submerged,8,2,low,yes,,no,no,no,,,field,,,,NA,NA,,3,16.57667,0.28041636,3,8.073921,0.002783369,3,15.2,0.26457513,0.161898459,16.259346,16.89399,0.15275252,14.900605,15.49939,0.15275252,7.774526,8.373316
meristem2-tb-2022-6-14,meristem2-tb-2022-6-14,tb,meristem,meristem,y,2022,6,14,meristem2-tb-2022-6-14,ocean,,30,submerged,19,7.5,low,no,,yes,no,no,no,,field,yes,D-1,,NA,NA,,3,12,0,3,NA,NA,3,NA,NA,0,12,12,NA,NA,NA,NA,NA,NA
meristem2-tb-2022-6-28,meristem2-tb-2022-6-28,tb,meristem,meristem,y,2022,6,28,meristem2-tb-2022-6-28,ocean,,NA,submerged,15,2,sev,yes,,yes,,,,,field,,,,NA,NA,,3,16.45333,0.16921387,3,8.054637,0.005566739,3,16.63333,0.05773503,0.097695673,16.26185,16.64482,0.03333333,16.568,16.69867,0.03333333,7.989304,8.119971
meristem3-cp-2022-4-18,meristem3-cp-2022-4-18,cp,meristem,meristem,y,2022,4,18,meristem3-cp-2022-4-18,ocean,,NA,submerged,8.128,2.032,low,no,,no,,,,,field,,,,NA,NA,,3,30,0,3,NA,NA,3,NA,NA,0,30,30,NA,NA,NA,NA,NA,NA
meristem3-cp-2022-5-16,meristem3-cp-2022-5-16,cp,meristem,meristem,y,2022,5,16,meristem3-cp-2022-5-16,ocean,,NA,submerged,38,18,med,yes,,yes,,,,,field,,,,NA,NA,say SCP on tube,3,21.13,0.15099669,3,8.131772,0.002783369,3,10.9,0.26457513,0.087177979,20.959131,21.30087,0.15275252,10.600605,11.19939,0.15275252,7.832377,8.431167
meristem3-cp-2022-6-27,meristem3-cp-2022-6-27,cp,meristem,meristem,y,2022,6,27,meristem3-cp-2022-6-27,ocean,,NA,submerged,34.5,11.5,low,no,,no,no,no,no,,field,,,,NA,NA,,3,23.2,0.07937254,3,8.051423,0.002783369,3,16.7,0,0.045825757,23.110182,23.28982,0,16.7,16.7,0,8.051423,8.051423
meristem3-cp-2022-7-13,meristem3-cp-2022-7-13,cp,meristem,meristem,y,2022,7,13,meristem3-cp-2022-7-13,ocean,,NA,submerged,67,19,l,yes,,,,,,,field,,,,NA,NA,look terrible,3,24.24,0.01,3,8.057851,0,3,16.56667,0.11547005,0.005773503,24.228684,24.25132,0.06666667,16.436,16.69733,0.06666667,7.927185,8.188518
meristem3-cp-2022-7-26,meristem3-cp-2022-7-26,cp,meristem,meristem,y,2022,7,26,meristem3-cp-2022-7-26,ocean,,NA,submerged,24,7.5,m,no,,no,,,,,field,,,,NA,NA,,3,25.52333,0.23860707,3,8.038567,0,3,18.13333,0.2081666,0.137759855,25.253324,25.79334,0.12018504,17.897771,18.3689,0.12018504,7.803005,8.27413
meristem3-gw-2022-4-19,meristem3-gw-2022-4-19,gw,meristem,meristem,y,2022,4,19,meristem3-gw-2022-4-19,ocean,,10,submerged,33.5,15.5,low,no,,no,,,,,field,yes,D-1,,NA,NA,no innert lab surface/water at t=0,3,32.33333,0.57735027,3,NA,NA,3,NA,NA,0.333333333,31.68,32.98667,NA,NA,NA,NA,NA,NA
meristem3-scp-2022-4-18,meristem3-scp-2022-4-18,scp,meristem,meristem,y,2022,4,18,meristem3-scp-2022-4-18,ocean,,NA,submerged,14.5,4,low,no,,no,,,,,field,,,,NA,NA,,3,28.33333,2.88675135,3,NA,NA,3,NA,NA,1.666666667,25.066667,31.6,NA,NA,NA,NA,NA,NA
meristem3-scp-2022-5-16,meristem3-scp-2022-5-16,scp,meristem,meristem,y,2022,5,16,meristem3-scp-2022-5-16,ocean,,NA,submerged,36,14,low,no,,no,no,,,,field,,,,NA,NA,strange morphology (maybe costaria hybrid but probably not) and says SCP on tube,3,22.23,0.49689033,3,8.128558,0.002783369,3,10.96667,0.25166115,0.286879766,21.667716,22.79228,0.14529663,10.681885,11.25145,0.14529663,7.843777,8.41334
meristem3-scp-2022-5-2,meristem3-scp-2022-5-2,scp,meristem,meristem,y,2022,5,2,meristem3-scp-2022-5-2,ocean,,NA,submerged,32,8,low,no,,no,,,,,field,,,,NA,NA,,3,25.42333,0.13051181,3,8.125344,0,3,11.23333,0.05773503,0.07535103,25.275645,25.57102,0.03333333,11.168,11.29867,0.03333333,8.060011,8.190678
meristem3-scp-2022-5-30,meristem3-scp-2022-5-30,scp,meristem,meristem,y,2022,5,30,meristem3-scp-2022-5-30,ocean,,NA,submerged,47,12,med,no,,no,no,no,,,field,,,,NA,NA,,3,16.73333,0.11718931,3,8.096419,0,3,13.53333,0.15275252,0.067659277,16.600721,16.86595,0.08819171,13.360478,13.70619,0.08819171,7.923563,8.269274
meristem3-scp-2022-6-27,meristem3-scp-2022-6-27,scp,meristem,meristem,y,2022,6,27,meristem3-scp-2022-6-27,ocean,,NA,submerged,15.5,6.5,med,yes,,no,no,no,no,,field,,,,NA,NA,,3,19.50667,0.37554405,3,8.067493,0,3,15.66667,0.05773503,0.216820458,19.081699,19.93163,0.03333333,15.601333,15.732,0.03333333,8.00216,8.132826
