illumina_sample_id,sample_id,site_id,original_sample_type,updated_sample_type,keep_samples,year,month,day,SampleID,water_type,salinity_notes,aquarium_salinity,position_of_meristem,length_cm,width_cm,fouling,bleaching,recovered_bleaching,blistering,reproductive,split,flap,holes,lab_or_field_sampled,aquarium,aquarium_day,desmerestia,spad500_reading_1,spad500_reading_2,notes,N.conduct,mean.conduct,sd.conduct,N.ph,mean.ph,sd.ph,N.temp,mean.temp,sd.temp,se.conduct,lci.conduct,uci.conduct,se.temp,lci.temp,uci.temp,se.ph,lci.ph,uci.ph
plate-1-well-8A_S81,plate-1-well-8A,tb,meristem,meristem,y,2021,6,11,meristem_1_TB,tidepool,,NA,submerged,25.1,7,light,no,n,n,,,,,field,,,,15.8,14.9,,3,11.31667,0.05773503,3,8.556667,0.12858201,3,16.6,0.17320508,0.033333333,11.251333,11.382,0.1,16.404,16.796,0.1,8.360667,8.752667
plate-1-well-8D_S84,plate-1-well-8D,lhp,meristem,meristem,y,2021,6,23,meristem_6_LHP,ocean,,NA,submerged,10,4,moderate,no,n,n,,,,,field,,,,17.6,21.25,,3,18.08333,0.19731531,3,7.396667,0.023094011,3,18.13333,0.15275252,0.11392005,17.86005,18.30662,0.08819171,17.960478,18.30619,0.08819171,7.223811,7.569522
plate-1-well-8E_S85,plate-1-well-8E,gw,meristem,meristem,y,2021,7,9,meristem_1_GW,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,26.27,0.16703293,3,8.193333,0.100166528,3,16.56667,0.32145503,0.096436508,26.080984,26.45902,0.18559214,16.202906,16.93043,0.18559214,7.829573,8.557094
plate-1-well-9B_S90,plate-1-well-9B,tb,meristem,meristem,y,2021,5,28,meristem_3_TB,tidepool,,NA,submerged,5.3,3.3,moderate,no,,,,,,,field,,,,16.1,18.7,,3,17.57667,0.1266228,3,8.153333,0.047258156,3,16.86667,0.15275252,0.073105707,17.433379,17.71995,0.08819171,16.693811,17.03952,0.08819171,7.980478,8.326189
plate-1-well-9C_S91,plate-1-well-9C,tb,meristem,meristem,y,2021,5,14,meristem_5_TB,ocean,,NA,waves,4.4,1.8,light,no,,,,,,,field,,,,12.3,12,,3,17.66333,0.24090109,3,8.216667,0.056862407,3,17.23333,0.2081666,0.139084307,17.390728,17.93594,0.12018504,16.997771,17.4689,0.12018504,7.981104,8.452229
plate-1-well-9F_S94,plate-1-well-9F,tb,meristem,meristem,y,2021,6,24,meristem_5_TB,ocean,,NA,waves,13.5,1.5,moderate,no,n,n,,,,,field,,,,15.3,15.9,,3,19.48,0.10440307,3,8.03,0.034641016,3,19.46667,0.15275252,0.060277138,19.361857,19.59814,0.08819171,19.293811,19.63952,0.08819171,7.857144,8.202856
plate-2-well-10C_S99,plate-2-well-10C,scp,water,meristem,y,2021,7,8,water_2_SCP,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,17.03,0.5850641,3,7.996667,0.146401275,3,19.16667,0.15275252,0.337786915,16.367938,17.69206,0.08819171,18.993811,19.33952,0.08819171,7.823811,8.169522
plate-2-well-10D_S100,plate-2-well-10D,tb,rock,meristem,y,2021,4,17,rock_1_TB,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,2,29.795,0.03535534,2,8.09,0.014142136,2,14.95,0.07071068,0.025,29.746,29.844,0.05,14.852,15.048,0.05,7.992,8.188
plate-2-well-10F_S102,plate-2-well-10F,lhp,rock,meristem,y,2021,4,29,rock_1_LHP,tidepool,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,1,27.94,NA,1,7.27,NA,1,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
plate-2-well-11B_S106,plate-2-well-11B,gw,water,meristem,y,2021,4,17,water_1_GW,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,29.79333,0.19218047,3,8.206667,0.061101009,3,11.96667,0.30550505,0.110955447,29.575861,30.01081,0.17638342,11.620955,12.31238,0.17638342,7.860955,8.552378
plate-2-well-11E_S109,plate-2-well-11E,gw,meristem,meristem,y,2021,6,11,meristem_5_GW,ocean,,NA,waves,20.8,5.9,moderate,yes,n,n,,,,,field,,,,13.4,15.1,,3,22.90667,0.54307765,3,8.543333,0.04163332,3,13.26667,0.30550505,0.313546027,22.292116,23.52122,0.17638342,12.920955,13.61238,0.17638342,8.197622,8.889045
plate-2-well-11F_S110,plate-2-well-11F,scp,meristem,meristem,y,2021,5,27,meristem_5_SCP,ocean,,NA,waves,23.2,5,light,no,,,,,,,field,,,,13,12.5,,3,20.13333,0.5870548,3,8.013333,0.070237692,3,12.6,0.1,0.338936244,19.469018,20.79765,0.05773503,12.486839,12.71316,0.05773503,7.900173,8.126494
plate-2-well-12A_S113,plate-2-well-12A,gw,water,meristem,y,2021,6,24,water_2_GW,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,27.3,0.11789826,3,8.043333,0.037859389,3,14.53333,0.28867514,0.068068593,27.166586,27.43341,0.16666667,14.206667,14.86,0.16666667,7.716667,8.37
plate-2-well-12E_S117,plate-2-well-12E,tb,meristem,meristem,y,2021,6,24,meristem_3_TB,tidepool,,NA,submerged,11,1,moderate,no,n,n,,,,,field,,,,16.4,17.4,,3,19.30667,0.6389314,3,8.023333,0.094516313,3,21.46667,0.80208063,0.368887216,18.583648,20.02969,0.46308147,20.559027,22.37431,0.46308147,7.115694,8.930973
plate-2-well-1D_S124,plate-2-well-1D,lhp,meristem,meristem,y,2021,4,16,meristem_2_LHP,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,11.2,11.7,,3,27.19333,0.24006943,3,7.936667,0.051316014,3,11.43333,0.30550505,0.138604153,26.921669,27.465,0.17638342,11.087622,11.77904,0.17638342,7.590955,8.282378
plate-2-well-1H_S128,plate-2-well-1H,tb,meristem,meristem,y,2021,6,11,meristem_5_TB,ocean,,NA,submerged,10.4,3.1,light,no,n,n,,,,,field,,,,14.5,14.2,,3,10.95,0.10392305,3,8.473333,0.04163332,3,15.86667,0.11547005,0.06,10.8324,11.0676,0.06666667,15.736,15.99733,0.06666667,8.342667,8.604
plate-2-well-2B_S130,plate-2-well-2B,tb,meristem,meristem,y,2021,5,14,meristem_6_TB,ocean,,NA,waves,8.3,3.5,light,yes,,,,,,,field,,,,11.6,10.6,2021-05-13 lable,3,17.66333,0.24090109,3,8.216667,0.056862407,3,17.23333,0.2081666,0.139084307,17.390728,17.93594,0.12018504,16.997771,17.4689,0.12018504,7.981104,8.452229
plate-2-well-2C_S131,plate-2-well-2C,tb,water,meristem,y,2021,5,14,water_1_TB,tidepool,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,18.58,0.07937254,3,8.263333,0.155670592,3,20.16667,0.40414519,0.045825757,18.490182,18.66982,0.23333333,19.709333,20.624,0.23333333,7.806,8.720667
plate-2-well-2E_S133,plate-2-well-2E,scp,meristem,meristem,y,2021,5,27,meristem_3_SCP,ocean,,NA,waves,69,8.9,light,no,,,,,,,field,,,,9.7,9.7,,3,20.13333,0.5870548,3,8.013333,0.070237692,3,12.6,0.1,0.338936244,19.469018,20.79765,0.05773503,12.486839,12.71316,0.05773503,7.900173,8.126494
plate-2-well-2F_S134,plate-2-well-2F,tb,rock,meristem,y,2021,6,11,rock_3_TB,tidepool,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,11.31667,0.05773503,3,8.556667,0.12858201,3,16.6,0.17320508,0.033333333,11.251333,11.382,0.1,16.404,16.796,0.1,8.360667,8.752667
plate-2-well-3A_S137,plate-2-well-3A,scp,rock,meristem,y,2021,7,8,rock_1_SCP,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,17.03,0.5850641,3,7.996667,0.146401275,3,19.16667,0.15275252,0.337786915,16.367938,17.69206,0.08819171,18.993811,19.33952,0.08819171,7.823811,8.169522
plate-2-well-3H_S144,plate-2-well-3H,scp,meristem,meristem,y,2021,6,10,meristem_1_SCP,ocean,,NA,waves,27.2,4.1,light,no,n,n,,,,,field,,,,12.5,14.1,,3,11.01,0.31096624,3,8.333333,0.047258156,3,15.36667,0.05773503,0.17953644,10.658109,11.36189,0.03333333,15.301333,15.432,0.03333333,8.268,8.398667
plate-2-well-4B_S146,plate-2-well-4B,scp,meristem,meristem,y,2021,5,27,meristem_2_SCP,ocean,,NA,dry,22.2,6.6,light,yes,,,,,,,field,,,,8.8,9.4,,3,20.13333,0.5870548,3,8.013333,0.070237692,3,12.6,0.1,0.338936244,19.469018,20.79765,0.05773503,12.486839,12.71316,0.05773503,7.900173,8.126494
plate-2-well-4C_S147,plate-2-well-4C,gw,meristem,meristem,y,2021,6,11,meristem_3_GW,ocean,,NA,submerged,41,9.8,moderate,no,n,n,,,,,field,,,,10.5,11,,3,22.90667,0.54307765,3,8.543333,0.04163332,3,13.26667,0.30550505,0.313546027,22.292116,23.52122,0.17638342,12.920955,13.61238,0.17638342,8.197622,8.889045
plate-2-well-4G_S151,plate-2-well-4G,lhp,water,meristem,y,2021,4,29,water_2_LHP,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,2,25.89,0.33941126,2,7.555,0.077781746,2,11.3,0,0.24,25.4196,26.3604,0,11.3,11.3,0,7.555,7.555
plate-2-well-5B_S154,plate-2-well-5B,gw,meristem,meristem,y,2021,5,14,meristem_4_GW,ocean,,NA,submerged,31,5.5,severe,no,,,,,,,field,,,,10.5,12.3,labeled 2021-05-13,3,28.56667,1.08541851,3,8.303333,0.040414519,3,14.76667,0.4163332,0.626666667,27.3384,29.79493,0.24037009,14.295541,15.23779,0.24037009,7.832208,8.774459
plate-2-well-5E_S157,plate-2-well-5E,gw,meristem,meristem,y,2021,6,11,meristem_4_GW,ocean,,NA,waves,18.6,4.7,light,no,n,n,,,,,field,,,,9.1,9.1,,3,22.90667,0.54307765,3,8.543333,0.04163332,3,13.26667,0.30550505,0.313546027,22.292116,23.52122,0.17638342,12.920955,13.61238,0.17638342,8.197622,8.889045
plate-2-well-5F_S158,plate-2-well-5F,lhp,meristem,meristem,y,2021,4,16,meristem_1_LHP,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,12.3,11,,3,27.19333,0.24006943,3,7.936667,0.051316014,3,11.43333,0.30550505,0.138604153,26.921669,27.465,0.17638342,11.087622,11.77904,0.17638342,7.590955,8.282378
plate-2-well-7B_S170,plate-2-well-7B,gw,meristem,meristem,y,2021,5,14,meristem_5_GW,ocean,,NA,submerged,43.5,12.4,moderate,no,,,,,,,field,,,,9.6,10.1,,3,28.56667,1.08541851,3,8.303333,0.040414519,3,14.76667,0.4163332,0.626666667,27.3384,29.79493,0.24037009,14.295541,15.23779,0.24037009,7.832208,8.774459
plate-2-well-7D_S172,plate-2-well-7D,scp,meristem,meristem,y,2021,6,23,meristem_2_SCP,ocean,,NA,submerged,40.5,9,light,no,n,n,,,,,field,,,,15.4,20,,3,18.77667,0.090185,3,8.003333,0.060277138,3,18.46667,0.05773503,0.052068331,18.674613,18.87872,0.03333333,18.401333,18.532,0.03333333,7.938,8.068667
plate-2-well-7E_S173,plate-2-well-7E,tb,meristem,meristem,y,2021,6,24,meristem_1_TB,tidepool,,NA,submerged,14.5,2,moderate,no,n,n,,,,,field,,,,18,16,"in picutre, there is examples of fully bleached s. lat. That is NOT the one that measured here. ",3,19.30667,0.6389314,3,8.023333,0.094516313,3,21.46667,0.80208063,0.368887216,18.583648,20.02969,0.46308147,20.559027,22.37431,0.46308147,7.115694,8.930973
plate-2-well-7G_S175,plate-2-well-7G,gw,rock,meristem,y,2021,5,14,rock_2_GW,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,28.56667,1.08541851,3,8.303333,0.040414519,3,14.76667,0.4163332,0.626666667,27.3384,29.79493,0.24037009,14.295541,15.23779,0.24037009,7.832208,8.774459
plate-2-well-8A_S177,plate-2-well-8A,lhp,meristem,meristem,y,2021,5,13,meristem_2_LHP,tidepool,,NA,submerged,17,6.2,light,no,,,,,,,field,,,,14.2,14.3,,3,21.37333,0.76813627,3,7.383333,0.076376262,3,16.33333,0.94516312,0.443483684,20.504105,22.24256,0.54569018,15.263781,17.40289,0.54569018,6.313781,8.452886
plate-2-well-8D_S180,plate-2-well-8D,tb,meristem,meristem,y,2021,5,14,meristem_4_TB,ocean,,NA,waves,6.5,3.9,light,no,,,,,,,field,,,,13.6,14.3,,3,17.66333,0.24090109,3,8.216667,0.056862407,3,17.23333,0.2081666,0.139084307,17.390728,17.93594,0.12018504,16.997771,17.4689,0.12018504,7.981104,8.452229
plate-2-well-8E_S181,plate-2-well-8E,gw,rock,meristem,y,2021,4,17,rock_2_GW,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,29.79333,0.19218047,3,8.206667,0.061101009,3,11.96667,0.30550505,0.110955447,29.575861,30.01081,0.17638342,11.620955,12.31238,0.17638342,7.860955,8.552378
plate-2-well-8F_S182,plate-2-well-8F,lhp,rock,meristem,y,2021,5,13,rock_1_LHP,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,3,20.49333,0.35571524,3,7.683333,0.066583281,3,14.33333,0.05773503,0.205372291,20.090804,20.89586,0.03333333,14.268,14.39867,0.03333333,7.618,7.748667
plate-2-well-8H_S184,plate-2-well-8H,gw,meristem,meristem,y,2021,6,24,meristem_2_GW,ocean,,NA,dry,58,14.1,moderate,yes,n,n,,,,,field,,,,10.6,10.6,,3,27.3,0.11789826,3,8.043333,0.037859389,3,14.53333,0.28867514,0.068068593,27.166586,27.43341,0.16666667,14.206667,14.86,0.16666667,7.716667,8.37
plate-2-well-9D_S188,plate-2-well-9D,scp,meristem,meristem,y,2021,4,16,meristem_4_SCP,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,6,6.8,,3,27.19667,0.13316656,3,8.02,0.07,3,10.54333,0.05131601,0.076883751,27.045975,27.34736,0.02962732,10.485264,10.6014,0.02962732,7.96193,8.07807
plate-2-well-9F_S190,plate-2-well-9F,lhp,meristem,meristem,y,2021,6,10,meristem_6_LHP,tidepool,,NA,submerged,34.9,9.9,moderate,no,,,,,,,field,,,,14.4,16.5,,3,10.27667,0.12897028,3,8.07,0.026457513,3,15.63333,0.61101009,0.074461026,10.130723,10.42261,0.35276684,14.94191,16.32476,0.35276684,7.378577,8.761423
plate-2-well-9H_S192,plate-2-well-9H,gw,meristem,meristem,y,2021,5,28,meristem_6_GW,ocean,,NA,waves,57.1,13.1,light,no,,,,,,,field,,,,15.8,17.9,,3,26.25,0.1473092,3,8.156667,0.005773503,3,12.36667,0.5033223,0.085049005,26.083304,26.4167,0.29059326,11.797104,12.93623,0.29059326,7.587104,8.726229
plate-3-well-10B_S194,plate-3-well-10B,tb,meristem,meristem,y,2021,4,17,meristem_2_TB,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,10.3,9.7,might be SCP,2,29.795,0.03535534,2,8.09,0.014142136,2,14.95,0.07071068,0.025,29.746,29.844,0.05,14.852,15.048,0.05,7.992,8.188
plate-3-well-10C_S195,plate-3-well-10C,scp,meristem,meristem,y,2021,5,13,meristem_2_SCP,ocean,,NA,dry,10.5,4.2,light,no,,,,,,,field,,,,6.9,7.9,,6,18.19833,0.38280108,6,8.188333,0.168927993,6,15.75,0.38340579,0.156277886,17.892029,18.50464,0.15652476,15.443211,16.05679,0.15652476,7.881545,8.495122
plate-3-well-10D_S196,plate-3-well-10D,tb,meristem,meristem,y,2021,5,14,meristem_1_TB,tidepool,,NA,submerged,49,13,light,yes,,,,,,,field,,,,12,13.1,,3,18.58,0.07937254,3,8.263333,0.155670592,3,20.16667,0.40414519,0.045825757,18.490182,18.66982,0.23333333,19.709333,20.624,0.23333333,7.806,8.720667
plate-3-well-10H_S200,plate-3-well-10H,lhp,meristem,meristem,y,2021,5,27,meristem_3_LHP,tidepool,,NA,submerged,17,7.5,moderate,yes,,,,,,,field,,,,10.6,12.1,,3,17.16333,0.36143234,3,7.813333,0.040414519,3,13.93333,0.15275252,0.208673056,16.754334,17.57233,0.08819171,13.760478,14.10619,0.08819171,7.640478,7.986189
plate-3-well-11A_S201,plate-3-well-11A,scp,meristem,meristem,y,2021,6,10,meristem_6_SCP,ocean,,NA,dry,15.9,2.8,moderate,no,,,,,,,field,,,,19.5,18.5,,3,11.01,0.31096624,3,8.333333,0.047258156,3,15.36667,0.05773503,0.17953644,10.658109,11.36189,0.03333333,15.301333,15.432,0.03333333,8.268,8.398667
plate-3-well-11B_S202,plate-3-well-11B,gw,meristem,meristem,y,2021,4,17,meristem_5_GW,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,5.6,5.9,,3,29.79333,0.19218047,3,8.206667,0.061101009,3,11.96667,0.30550505,0.110955447,29.575861,30.01081,0.17638342,11.620955,12.31238,0.17638342,7.860955,8.552378
plate-3-well-11E_S205,plate-3-well-11E,scp,meristem,meristem,y,2021,7,8,meristem_2_SCP,ocean,,NA,dry,27.7,6,light,no,,,,,,,field,,,,15.7,15.6,,3,17.03,0.5850641,3,7.996667,0.146401275,3,19.16667,0.15275252,0.337786915,16.367938,17.69206,0.08819171,18.993811,19.33952,0.08819171,7.823811,8.169522
plate-3-well-11F_S206,plate-3-well-11F,gw,meristem,meristem,y,2021,5,28,meristem_5_GW,ocean,,NA,dry,28.1,12.9,moderate,no,,,,,,,field,,,,14.5,15.3,,3,26.25,0.1473092,3,8.156667,0.005773503,3,12.36667,0.5033223,0.085049005,26.083304,26.4167,0.29059326,11.797104,12.93623,0.29059326,7.587104,8.726229
plate-3-well-12E_S213,plate-3-well-12E,lhp,meristem,meristem,y,2021,6,10,meristem_2_LHP,ocean,,NA,submerged,16.6,13.2,moderate,no,,,,,,,field,,,,9.3,9.2,,3,9.92,0.19974984,3,8.13,0.045825757,3,14.93333,0.05773503,0.115325626,9.693962,10.14604,0.03333333,14.868,14.99867,0.03333333,8.064667,8.195333
plate-3-well-1H_S224,plate-3-well-1H,lhp,meristem,meristem,y,2021,7,8,meristem_2_LHP,tidepool,,NA,submerged,37,8.5,moderate,no,n,n,,,,,field,,,,15.5,17.6,,3,17.42667,0.02516611,3,7.343333,0.070945989,3,19.46667,0.11547005,0.014529663,17.398189,17.45514,0.06666667,19.336,19.59733,0.06666667,7.212667,7.474
plate-3-well-2C_S227,plate-3-well-2C,gw,meristem,meristem,y,2021,5,14,meristem_6_GW,ocean,,NA,dry,50.5,8.5,severe,yes,,,,,,,field,,,,8.3,9.8,,3,28.56667,1.08541851,3,8.303333,0.040414519,3,14.76667,0.4163332,0.626666667,27.3384,29.79493,0.24037009,14.295541,15.23779,0.24037009,7.832208,8.774459
plate-3-well-2D_S228,plate-3-well-2D,gw,meristem,meristem,y,2021,6,24,meristem_4_GW,ocean,,NA,submerged,74,15,moderate,no,n,n,,,,,field,,,,15,14,,3,27.3,0.11789826,3,8.043333,0.037859389,3,14.53333,0.28867514,0.068068593,27.166586,27.43341,0.16666667,14.206667,14.86,0.16666667,7.716667,8.37
plate-3-well-3D_S236,plate-3-well-3D,scp,meristem,meristem,y,2021,6,10,meristem_3_SCP,ocean,,NA,waves,15.2,5.1,light,no,n,n,,,,,field,,,,15.7,13.3,loosely attached,3,11.01,0.31096624,3,8.333333,0.047258156,3,15.36667,0.05773503,0.17953644,10.658109,11.36189,0.03333333,15.301333,15.432,0.03333333,8.268,8.398667
plate-3-well-3E_S237,plate-3-well-3E,gw,meristem,meristem,y,2021,5,14,meristem_1_GW,ocean,,NA,submerged,30.5,10,light,yes,,,,,,,field,,,,8.2,7.3,,3,28.56667,1.08541851,3,8.303333,0.040414519,3,14.76667,0.4163332,0.626666667,27.3384,29.79493,0.24037009,14.295541,15.23779,0.24037009,7.832208,8.774459
plate-3-well-3F_S238,plate-3-well-3F,scp,meristem,meristem,y,2021,4,16,meristem_3_SCP,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,5.6,5.7,fell on the ground,3,27.19667,0.13316656,3,8.02,0.07,3,10.54333,0.05131601,0.076883751,27.045975,27.34736,0.02962732,10.485264,10.6014,0.02962732,7.96193,8.07807
plate-3-well-4H_S248,plate-3-well-4H,scp,meristem,meristem,y,2021,5,27,meristem_4_SCP,ocean,,NA,waves,16,4.6,light,no,,,,,,,field,,,,9.8,9.8,,3,20.13333,0.5870548,3,8.013333,0.070237692,3,12.6,0.1,0.338936244,19.469018,20.79765,0.05773503,12.486839,12.71316,0.05773503,7.900173,8.126494
plate-3-well-5D_S252,plate-3-well-5D,gw,meristem,meristem,y,2021,5,14,meristem_3_GW,ocean,,NA,dry,31.5,13.5,moderate,yes,,,,,,,field,,,,9.5,8.9,,3,28.56667,1.08541851,3,8.303333,0.040414519,3,14.76667,0.4163332,0.626666667,27.3384,29.79493,0.24037009,14.295541,15.23779,0.24037009,7.832208,8.774459
plate-3-well-5E_S253,plate-3-well-5E,lhp,meristem,meristem,y,2021,5,13,meristem_4_LHP,ocean,,NA,waves,11.7,4.9,light,no,,,,,,,field,,,,12.7,14.6,,3,20.49333,0.35571524,3,7.683333,0.066583281,3,14.33333,0.05773503,0.205372291,20.090804,20.89586,0.03333333,14.268,14.39867,0.03333333,7.618,7.748667
plate-3-well-6D_S260,plate-3-well-6D,scp,meristem,meristem,y,2021,5,13,meristem_1_SCP,ocean,,NA,dry,17,7.5,light,no,,,,,,,field,,,,10.6,10.8,,6,18.19833,0.38280108,6,8.188333,0.168927993,6,15.75,0.38340579,0.156277886,17.892029,18.50464,0.15652476,15.443211,16.05679,0.15652476,7.881545,8.495122
plate-3-well-6F_S262,plate-3-well-6F,tb,meristem,meristem,y,2021,5,28,meristem_4_TB,ocean,,NA,dry,18,6,light,yes,,,,,,,field,,,,12.9,12,,3,16.62333,0.1530795,3,8.14,0,3,14.03333,0.25166115,0.088380491,16.450108,16.79656,0.14529663,13.748552,14.31811,0.14529663,7.855219,8.424781
plate-3-well-7D_S268,plate-3-well-7D,lhp,meristem,meristem,y,2021,6,10,meristem_4_LHP,tidepool,,NA,submerged,15.8,10.7,severe,n*,possibly recovered,,,,,,field,,,,17.6,16.1,,3,10.27667,0.12897028,3,8.07,0.026457513,3,15.63333,0.61101009,0.074461026,10.130723,10.42261,0.35276684,14.94191,16.32476,0.35276684,7.378577,8.761423
plate-3-well-7E_S269,plate-3-well-7E,lhp,meristem,meristem,y,2021,4,16,meristem_6_LHP,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,10,9.8,,3,27.19333,0.24006943,3,7.936667,0.051316014,3,11.43333,0.30550505,0.138604153,26.921669,27.465,0.17638342,11.087622,11.77904,0.17638342,7.590955,8.282378
plate-3-well-7H_S272,plate-3-well-7H,gw,meristem,meristem,y,2021,4,30,meristem_2_GW,ocean,,NA,dry,40.1,15,light,no,,,,,,,field,,,,15.7,13.5,,3,28.06333,0.2510644,3,8.026667,0.046188022,3,10.36667,0.40414519,0.144952099,27.779227,28.34744,0.23333333,9.909333,10.824,0.23333333,7.569333,8.484
plate-3-well-8A_S273,plate-3-well-8A,scp,meristem,meristem,y,2021,6,23,meristem_1_SCP,ocean,,NA,dry,29,8,light,no,n,n,,,,,field,,,,16.4,17.2,,3,18.77667,0.090185,3,8.003333,0.060277138,3,18.46667,0.05773503,0.052068331,18.674613,18.87872,0.03333333,18.401333,18.532,0.03333333,7.938,8.068667
plate-3-well-8G_S279,plate-3-well-8G,gw,meristem,meristem,y,2021,6,24,meristem_5_GW,ocean,,NA,submerged,110,14.9,moderate,no,n,n,,,,,field,,,,9.4,10.9,,3,27.3,0.11789826,3,8.043333,0.037859389,3,14.53333,0.28867514,0.068068593,27.166586,27.43341,0.16666667,14.206667,14.86,0.16666667,7.716667,8.37
plate-3-well-9D_S284,plate-3-well-9D,tb,meristem,meristem,y,2021,4,17,meristem_4_TB,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,6.4,7.1,,2,29.795,0.03535534,2,8.09,0.014142136,2,14.95,0.07071068,0.025,29.746,29.844,0.05,14.852,15.048,0.05,7.992,8.188
plate-3-well-9G_S287,plate-3-well-9G,tb,meristem,meristem,y,2021,5,28,meristem_5_TB,ocean,,NA,waves,41.9,8,moderate,yes,,,,,,,field,,,,11,10.3,,3,16.62333,0.1530795,3,8.14,0,3,14.03333,0.25166115,0.088380491,16.450108,16.79656,0.14529663,13.748552,14.31811,0.14529663,7.855219,8.424781
plate-4-well-1C_S291,plate-4-well-1C,tb,rock,meristem,y,2021,4,30,rock_3_TB,ocean,,NA,,NA,NA,,0,,,,,,,field,,,,NA,NA,,2,26.2,0.65053824,2,8,0.028284271,2,11.95,1.48492424,0.46,25.2984,27.1016,1.05,9.892,14.008,1.05,5.942,10.058
rock1-tb-2022-5-31,rock1-tb-2022-5-31,tb,rock,meristem,y,2022,5,31,rock1-tb-2022-5-31,ocean,,NA,,NA,0,,,,,,,,,field,,,,NA,NA,,3,16.57667,0.28041636,3,8.073921,0.002783369,3,15.2,0.26457513,0.161898459,16.259346,16.89399,0.15275252,14.900605,15.49939,0.15275252,7.774526,8.373316
rock2-scp-2022-5-16,rock2-scp-2022-5-16,scp,rock,meristem,y,2022,5,16,rock2-scp-2022-5-16,ocean,,NA,,NA,0,,,,,,,,,field,,,,NA,NA,,3,22.23,0.49689033,3,8.128558,0.002783369,3,10.96667,0.25166115,0.286879766,21.667716,22.79228,0.14529663,10.681885,11.25145,0.14529663,7.843777,8.41334
water1-gw-2022-6-28,water1-gw-2022-6-28,gw,water,meristem,y,2022,6,28,water1-gw-2022-6-28,ocean,,30,,NA,0,,,,,,,,,field,,D-1,,NA,NA,,3,23.72667,0.16862187,3,8.080349,0.002783369,3,14.63333,0.15275252,0.097353879,23.535853,23.91748,0.08819171,14.460478,14.80619,0.08819171,7.907493,8.253205
water2-cp-2022-5-16,water2-cp-2022-5-16,cp,water,meristem,y,2022,5,16,water2-cp-2022-5-16,ocean,,NA,,NA,0,,,,,,,,,field,,,,NA,NA,,3,21.13,0.15099669,3,8.131772,0.002783369,3,10.9,0.26457513,0.087177979,20.959131,21.30087,0.15275252,10.600605,11.19939,0.15275252,7.832377,8.431167
