"","year","month","day","site_of_orginin","meristem_id","exp_day","aquarium_salinity","tank_id","time_low_sal_h","meristem_id_old","wet_weight_g","X2022_freshet_sample","pam_id","pam_notes","blistering_lab","holes_general_dammage","bleached","pre_dry_weight_g","post_dry_weight_g","culture_round","petri_dish_weight_g","time","type","F1","Fm","PAR","Y","ETR"
"259",2022,6,18,"gw",10,5,20,"e",NA,NA,4.01,"yes",10,"",0,0,0,NA,NA,5,NA,"15:48:17","F","92",235,0,"0.609","0"
"260",2022,6,18,"gw",11,5,20,"e",NA,NA,1.5,"yes",11,"",0,1,0,NA,NA,5,NA,"15:48:25","F","104",402,0,"0.741","0"
"261",2022,6,18,"gw",12,5,20,"e",NA,NA,2.05,"yes",12,"",0,0,1,NA,NA,5,NA,"15:48:39","F","69",344,0,"0.799","0"
"262",2022,6,18,"gw",13,5,10,"c",NA,NA,4.19,"yes",13,"demerestiamaybeinaquaria",1,1,0,NA,NA,5,NA,"15:58:05","F","61",233,0,"0.738","0"
"263",2022,6,18,"gw",14,5,10,"c",NA,NA,5.19,"yes",14,"demerestiamaybeinaquaria",1,1,0,NA,NA,5,NA,"15:58:13","F","94",338,0,"0.722","0"
"264",2022,6,18,"gw",15,5,10,"c",NA,NA,10.41,"yes",15,"demerestiamaybeinaquaria",1,1,0,NA,NA,5,NA,"15:58:21","F","103",265,0,"0.611","0"
"265",2022,6,18,"gw",16,5,10,"f",NA,NA,6.43,"yes",16,"",1,0,0,NA,NA,5,NA,"15:58:29","F","115",285,0,"0.596","0"
"266",2022,6,18,"gw",17,5,10,"f",NA,NA,8.85,"yes",17,"",0,0,0,NA,NA,5,NA,"15:58:37","F","92",270,0,"0.659","0"
"267",2022,6,18,"gw",18,5,10,"f",NA,NA,5.17,"yes",18,"",1,0,0,NA,NA,5,NA,"15:58:45","F","89",297,0,"0.7","0"
"268",2022,6,20,"gw",1,7,30,"a",NA,NA,16,"yes",1,"",0,0,0,NA,NA,5,NA,"16:06:52","F","81",261,0,"0.69","0"
"269",2022,6,20,"gw",2,7,30,"a",NA,NA,3.52,"yes",2,"",0,0,0,NA,NA,5,NA,"16:06:59","F","72",343,0,"0.79","0"
"270",2022,6,20,"gw",3,7,30,"a",NA,NA,4.78,"yes",3,"",0,0,0,NA,NA,5,NA,"16:07:05","F","71",310,0,"0.771","0"
"271",2022,6,20,"gw",4,7,30,"d",NA,NA,4.36,"yes",4,"",0,0,0,NA,NA,5,NA,"16:07:20","F","79",329,0,"0.76","0"
"272",2022,6,20,"gw",5,7,30,"d",NA,NA,2.24,"yes",5,"",0,0,0,NA,NA,5,NA,"16:07:27","F","71",335,0,"0.788","0"
"273",2022,6,20,"gw",6,7,30,"d",NA,NA,8.06,"yes",6,"",0,0,0,NA,NA,5,NA,"16:07:34","F","109",322,0,"0.661","0"
"274",2022,6,20,"gw",7,7,20,"b",NA,NA,1.17,"yes",7,"",0,1,0,NA,NA,5,NA,"16:18:44","F","86",341,0,"0.748","0"
"275",2022,6,20,"gw",8,7,20,"b",NA,NA,0.8,"yes",8,"",0,1,0,NA,NA,5,NA,"16:18:51","F","84",306,0,"0.725","0"
"276",2022,6,20,"gw",9,7,20,"b",NA,NA,17.73,"yes",9,"",0,0,0,NA,NA,5,NA,"16:18:58","F","66",314,0,"0.79","0"
"277",2022,6,20,"gw",10,7,20,"e",NA,NA,4.31,"yes",10,"",1,0,0,NA,NA,5,NA,"16:19:07","F","89",324,0,"0.725","0"
"278",2022,6,20,"gw",11,7,20,"e",NA,NA,1.54,"yes",11,"",1,1,0,NA,NA,5,NA,"16:19:14","F","85",371,0,"0.771","0"
"279",2022,6,20,"gw",12,7,20,"e",NA,NA,2.15,"yes",12,"",1,1,0,NA,NA,5,NA,"16:19:29","F","96",329,0,"0.708","0"
"280",2022,6,20,"gw",13,7,10,"c",NA,NA,4.11,"yes",13,"demerestiamaybeinaquaria",1,1,0,NA,NA,5,NA,"16:31:15","F","86",279,0,"0.692","0"
"281",2022,6,20,"gw",14,7,10,"c",NA,NA,5.26,"yes",14,"demerestiamaybeinaquaria",1,1,0,NA,NA,5,NA,"16:31:21","F","51",282,0,"0.819","0"
"282",2022,6,20,"gw",15,7,10,"c",NA,NA,10.75,"yes",15,"demerestiamaybeinaquaria",1,0,0,NA,NA,5,NA,"16:31:26","F","54",274,0,"0.803","0"
"283",2022,6,20,"gw",16,7,10,"f",NA,NA,6.62,"yes",16,"",1,0,0,NA,NA,5,NA,"16:31:38","F","121",283,0,"0.572","0"
"284",2022,6,20,"gw",17,7,10,"f",NA,NA,9.23,"yes",17,"",0,0,0,NA,NA,5,NA,"16:31:45","F","59",269,0,"0.781","0"
"285",2022,6,20,"gw",18,7,10,"f",NA,NA,5.24,"yes",18,"",1,0,0,NA,NA,5,NA,"16:31:50","F","83",312,0,"0.734","0"
"286",2022,6,22,"gw",1,9,30,"a",NA,NA,17.28,"yes",1,"",0,0,0,NA,NA,5,NA,"14:49:23","F","74",228,0,"0.675",""
"287",2022,6,22,"gw",2,9,30,"a",NA,NA,3.69,"yes",2,"",0,0,0,NA,NA,5,NA,"14:49:28","F","55",291,0,"0.811",""
"288",2022,6,22,"gw",3,9,30,"a",NA,NA,5.19,"yes",3,"",0,0,0,NA,NA,5,NA,"14:49:34","F","57",264,0,"0.784",""
"289",2022,6,22,"gw",4,9,30,"d",NA,NA,5.02,"yes",4,"",0,0,0,NA,NA,5,NA,"14:49:40","F","71",318,0,"0.777",""
"290",2022,6,22,"gw",5,9,30,"d",NA,NA,2.31,"yes",5,"",0,0,0,NA,NA,5,NA,"14:49:47","F","81",317,0,"0.744",""
"291",2022,6,22,"gw",6,9,30,"d",NA,NA,8.87,"yes",6,"",0,0,0,NA,NA,5,NA,"14:49:54","F","86",315,0,"0.727",""
"292",2022,6,22,"gw",7,9,20,"b",NA,NA,1.5,"yes",7,"",0,1,0,NA,NA,5,NA,"15:00:50","F","88",269,0,"0.673",""
"293",2022,6,22,"gw",8,9,20,"b",NA,NA,0.85,"yes",8,"",0,1,0,NA,NA,5,NA,"15:00:58","F","76",303,0,"0.749",""
"294",2022,6,22,"gw",9,9,20,"b",NA,NA,18.72,"yes",9,"",0,1,0,NA,NA,5,NA,"15:01:06","F","123",318,0,"0.613",""
"295",2022,6,22,"gw",10,9,20,"e",NA,NA,4.96,"yes",10,"",1,0,0,NA,NA,5,NA,"15:01:15","F","69",264,0,"0.739",""
"296",2022,6,22,"gw",11,9,20,"e",NA,NA,1.62,"yes",11,"",1,0,1,NA,NA,5,NA,"15:01:23","F","67",297,0,"0.774",""
"297",2022,6,22,"gw",12,9,20,"e",NA,NA,2.33,"yes",12,"",1,0,0,NA,NA,5,NA,"15:01:30","F","83",285,0,"0.709",""
"298",2022,6,22,"gw",13,9,10,"c",NA,NA,4.41,"yes",13,"demerestiamaybeinaquaria",1,1,0,NA,NA,5,NA,"15:11:30","F","57",202,0,"0.718",""
"299",2022,6,22,"gw",14,9,10,"c",NA,NA,5.44,"yes",14,"demerestiamaybeinaquaria",1,1,0,NA,NA,5,NA,"15:11:37","F","56",253,0,"0.779",""
"300",2022,6,22,"gw",15,9,10,"c",NA,NA,10.64,"yes",15,"demerestiamaybeinaquaria",1,0,0,NA,NA,5,NA,"15:11:43","F","74",267,0,"0.723",""
"301",2022,6,22,"gw",16,9,10,"f",NA,NA,6.73,"yes",17,"",0,0,0,NA,NA,5,NA,"15:11:52","F","105",291,0,"0.639",""
"302",2022,6,22,"gw",17,9,10,"f",NA,NA,9.39,"yes",18,"",0,0,0,NA,NA,5,NA,"15:12:00","F","93",274,0,"0.661",""
"303",2022,6,22,"gw",18,9,10,"f",NA,NA,5.5,"yes",19,"",1,0,0,NA,NA,5,NA,"15:12:06","F","61",260,0,"0.765",""
"304",2022,6,26,"gw",1,15,30,"a",NA,NA,18.73,"yes",1,"",0,0,0,22.84,9.84,5,8.07,"15:21:09","F","67",271,0,"0.753",""
"305",2022,6,26,"gw",2,15,30,"a",NA,NA,3.94,"yes",2,"",0,0,0,10.13,8.31,5,8.07,"15:21:18","F","77",271,0,"0.716",""
"306",2022,6,26,"gw",3,15,30,"a",NA,NA,5.74,"yes",3,"",0,0,0,12.82,8.38,5,7.76,"15:21:27","F","102",299,0,"0.659",""
"307",2022,6,26,"gw",4,15,30,"d",NA,NA,6.28,"yes",4,"",0,0,0,13.5,8.7,5,8.08,"15:21:36","F","87",298,0,"0.708",""
"308",2022,6,26,"gw",5,15,30,"d",NA,NA,2.98,"yes",5,"",0,0,0,10.04,8.31,5,8.06,"15:21:43","F","98",322,0,"0.696",""
"309",2022,6,26,"gw",6,15,30,"d",NA,NA,10.23,"yes",6,"",0,0,0,16.59,8.84,5,7.73,"15:21:52","F","117",361,0,"0.676",""
"310",2022,6,26,"gw",7,15,20,"b",NA,NA,1.71,"yes",7,"",0,1,0,9.21,8.18,5,8.06,"15:38:26","F","95",325,0,"0.708",""
"311",2022,6,26,"gw",8,15,20,"b",NA,NA,0.88,"yes",8,"",0,1,0,8.57,8.13,5,8.06,"15:38:35","F","95",308,0,"0.692",""
"312",2022,6,26,"gw",9,15,20,"b",NA,NA,19.41,"yes",9,"",0,0,1,18.04,8.83,5,7.73,"15:38:42","F","44",289,0,"0.848",""
"313",2022,6,26,"gw",10,15,20,"e",NA,NA,5.35,"yes",10,"",0,0,1,12.63,8.64,5,8.11,"15:38:49","F","69",284,0,"0.757",""
"314",2022,6,26,"gw",11,15,20,"e",NA,NA,1.93,"yes",11,"",0,1,1,9.39,8.23,5,8.06,"15:38:56","F","94",360,0,"0.739",""
"315",2022,6,26,"gw",12,15,20,"e",NA,NA,2.49,"yes",12,"",1,0,1,9.56,7.96,5,7.72,"15:39:04","F","59",256,0,"0.77",""
"316",2022,6,26,"gw",13,15,10,"c",NA,NA,4.64,"yes",13,"demerestiamaybeinaquaria",1,0,1,11.96,8.57,5,8.05,"15:53:15","F","57",267,0,"0.787",""
"317",2022,6,26,"gw",14,15,10,"c",NA,NA,5.47,"yes",14,"demerestiamaybeinaquaria",1,0,1,12.75,8.85,5,8.05,"15:53:21","F","79",321,0,"0.754",""
"318",2022,6,26,"gw",15,15,10,"c",NA,NA,11.04,"yes",15,"demerestiamaybeinaquaria",1,0,0,14.41,8.27,5,7.74,"15:53:27","F","87",295,0,"0.705",""
"319",2022,6,26,"gw",16,15,10,"f",NA,NA,7.21,"yes",16,"",0,0,0,13.03,8.57,5,8.07,"15:53:36","F","126",313,0,"0.597",""
"320",2022,6,26,"gw",17,15,10,"f",NA,NA,10.18,"yes",17,"",0,0,0,12.97,8.51,5,8.05,"15:53:43","F","90",301,0,"0.701",""
"321",2022,6,26,"gw",18,15,10,"f",NA,NA,6.2,"yes",18,"",1,0,0,12.43,8.21,5,7.75,"15:53:52","F","57",256,0,"0.777",""
"322",2022,6,28,"gw",1,1,30,"a",NA,NA,4.94,"yes",1,"",0,0,1,NA,NA,6,NA,"15:38:43","F","72",343,0,"0.79",""
"323",2022,6,28,"gw",2,1,30,"a",NA,NA,5.93,"yes",2,"",0,0,1,NA,NA,6,NA,"15:38:52","F","41",279,0,"0.853",""
"324",2022,6,28,"gw",3,1,30,"a",NA,NA,3.62,"yes",3,"",0,1,0,NA,NA,6,NA,"15:39:00","F","41",281,0,"0.854",""
"325",2022,6,28,"gw",4,1,30,"d",NA,NA,1.69,"yes",4,"",0,0,0,NA,NA,6,NA,"15:39:12","F","82",257,0,"0.681",""
"326",2022,6,28,"gw",5,1,30,"d",NA,NA,9.5,"yes",5,"",0,0,0,NA,NA,6,NA,"15:39:21","F","67",273,0,"0.755",""
"327",2022,6,28,"gw",6,1,30,"d",NA,NA,6.07,"yes",6,"",0,0,0,NA,NA,6,NA,"15:39:29","F","51",276,0,"0.815",""
"328",2022,6,28,"gw",7,1,20,"b",NA,NA,3.33,"yes",7,"",0,0,0,NA,NA,6,NA,"15:50:58","F","67",296,0,"0.774",""
"329",2022,6,28,"gw",8,1,20,"b",NA,NA,6.7,"yes",8,"",0,0,0,NA,NA,6,NA,"15:51:07","F","100",325,0,"0.692",""
"330",2022,6,28,"gw",9,1,20,"b",NA,NA,3.12,"yes",9,"",0,0,0,NA,NA,6,NA,"15:51:15","F","75",285,0,"0.737",""
"331",2022,6,28,"gw",10,1,20,"e",NA,NA,3.29,"yes",10,"",0,0,0,NA,NA,6,NA,"15:51:25","F","90",283,0,"0.682",""
"332",2022,6,28,"gw",11,1,20,"e",NA,NA,2.85,"yes",11,"",0,0,0,NA,NA,6,NA,"15:51:35","F","68",316,0,"0.785",""
"333",2022,6,28,"gw",12,1,20,"e",NA,NA,5.64,"yes",13,"",0,0,1,NA,NA,6,NA,"16:01:46","F","76",337,0,"0.774",""
"334",2022,6,28,"gw",13,1,10,"c",NA,NA,1.01,"yes",12,"",0,0,0,NA,NA,6,NA,"15:51:45","F","88",303,0,"0.71",""
"335",2022,6,28,"gw",14,1,10,"c",NA,NA,1.66,"yes",14,"",0,0,1,NA,NA,6,NA,"16:01:54","F","101",334,0,"0.698",""
"336",2022,6,28,"gw",15,1,10,"c",NA,NA,6.36,"yes",15,"",0,0,0,NA,NA,6,NA,"16:02:00","F","66",322,0,"0.795",""
"337",2022,6,28,"gw",16,1,10,"f",NA,NA,5.96,"yes",16,"",0,0,0,NA,NA,6,NA,"16:02:08","F","67",262,0,"0.744",""
"338",2022,6,28,"gw",17,1,10,"f",NA,NA,9.29,"yes",17,"",0,0,0,NA,NA,6,NA,"16:02:14","F","65",291,0,"0.777",""
"339",2022,6,28,"gw",18,1,10,"f",NA,NA,4.57,"yes",18,"",0,0,0,NA,NA,6,NA,"16:02:21","F","83",339,0,"0.755",""
"340",2022,6,29,"gw",1,2,30,"a",NA,NA,5.09,"yes",1,"",0,0,1,NA,NA,6,NA,"15:28:53","F","57",206,0,"0.723",""
"341",2022,7,2,"gw",1,5,30,"a",NA,NA,6.3,"yes",1,"",0,1,0,11.81,8.42,6,8.03,"15:35:36","F","55",361,0,"0.848",""
"342",2022,6,29,"gw",2,2,30,"a",NA,NA,6.12,"yes",2,"",0,0,0,NA,NA,6,NA,"15:29:01","F","63",204,0,"0.691",""
"343",2022,7,2,"gw",2,5,30,"a",NA,NA,7.16,"yes",2,"",0,1,0,11.72,8.1,6,7.72,"15:35:43","F","56",315,0,"0.822",""
"344",2022,6,29,"gw",3,2,30,"a",NA,NA,3.37,"yes",3,"",0,1,1,NA,NA,6,NA,"15:29:09","F","53",183,0,"0.71",""
"345",2022,7,2,"gw",3,5,30,"a",NA,NA,4.37,"yes",3,"",0,1,0,10.85,8.34,6,8.04,"15:35:50","F","81",346,0,"0.766",""
"346",2022,6,29,"gw",7,2,20,"b",NA,NA,3.51,"yes",7,"",0,0,0,NA,NA,6,NA,"15:39:13","F","54",194,0,"0.722",""
"347",2022,7,2,"gw",7,5,20,"b",NA,NA,3.76,"yes",7,"",0,1,0,10.1,8.25,6,8.06,"15:49:30","F","22",323,0,"0.932",""
"348",2022,6,29,"gw",8,2,20,"b",NA,NA,6.78,"yes",8,"",0,0,0,NA,NA,6,NA,"15:39:21","F","52",194,0,"0.732",""
"349",2022,7,2,"gw",8,5,20,"b",NA,NA,8.29,"yes",8,"",0,1,0,14.17,8.64,6,8.06,"15:49:37","F","51",298,0,"0.829",""
"350",2022,6,29,"gw",9,2,20,"b",NA,NA,3.11,"yes",9,"",0,1,0,NA,NA,6,NA,"15:39:32","F","38",185,0,"0.795",""
"351",2022,7,2,"gw",9,5,20,"b",NA,NA,3.76,"yes",9,"",0,1,0,9.9,7.93,6,7.75,"15:49:44","F","72",332,0,"0.783",""
"352",2022,6,29,"gw",13,2,10,"c",NA,NA,1.04,"yes",13,"",0,0,1,NA,NA,6,NA,"15:50:21","F","54",167,0,"0.677",""
"353",2022,6,29,"gw",14,2,10,"c",NA,NA,1.77,"yes",14,"",0,0,0,NA,NA,6,NA,"15:50:31","F","57",193,0,"0.705",""
"354",2022,6,29,"gw",15,2,10,"c",NA,NA,6.57,"yes",15,"",0,0,0,NA,NA,6,NA,"15:50:38","F","50",207,0,"0.758",""
"355",2022,6,29,"gw",16,2,10,"f",NA,NA,5.51,"yes",16,"",0,0,0,NA,NA,6,NA,"15:50:47","F","69",172,0,"0.599",""
"356",2022,6,29,"gw",17,2,10,"f",NA,NA,9.33,"yes",17,"",0,0,0,NA,NA,6,NA,"15:50:55","F","50",167,0,"0.701",""
"357",2022,6,29,"gw",18,2,10,"f",NA,NA,4.55,"yes",18,"",0,0,0,NA,NA,6,NA,"15:51:05","F","62",175,0,"0.646",""
"358",2022,6,29,"gw",4,2,30,"d",NA,NA,1.87,"yes",4,"",0,0,0,NA,NA,6,NA,"15:29:19","F","58",228,0,"0.746",""
"359",2022,7,2,"gw",4,5,30,"d",NA,NA,2.13,"yes",4,"",0,1,0,9.34,8.23,6,8.07,"15:35:59","F","74",389,0,"0.81",""
"360",2022,6,29,"gw",5,2,30,"d",NA,NA,9.66,"yes",5,"",0,0,0,NA,NA,6,NA,"15:29:26","F","54",228,0,"0.763",""
"361",2022,7,2,"gw",5,5,30,"d",NA,NA,11.12,"yes",5,"",0,0,0,12.75,8.51,6,8.09,"15:36:06","F","72",352,0,"0.795",""
"362",2022,6,29,"gw",6,2,30,"d",NA,NA,5.88,"yes",6,"",0,0,0,NA,NA,6,NA,"15:29:33","F","60",257,0,"0.767",""
"363",2022,7,2,"gw",6,5,30,"d",NA,NA,7.78,"yes",6,"",0,0,0,12.64,8.21,6,7.72,"15:36:12","F","64",356,0,"0.82",""
"364",2022,6,29,"gw",10,2,20,"e",NA,NA,3.25,"yes",10,"",0,0,0,NA,NA,6,NA,"15:39:42","F","54",180,0,"0.7",""
"365",2022,7,2,"gw",10,5,20,"e",NA,NA,4.16,"yes",10,"",0,1,0,10.37,8.25,6,8.06,"15:49:51","F","110",343,0,"0.679",""
"366",2022,6,29,"gw",11,2,20,"e",NA,NA,3.24,"yes",11,"",0,0,0,NA,NA,6,NA,"15:39:51","F","49",180,0,"0.728",""
"367",2022,7,2,"gw",11,5,20,"e",NA,NA,3.57,"yes",11,"",0,0,0,10.41,8.24,6,8.05,"15:49:58","F","78",357,0,"0.782",""
"368",2022,6,29,"gw",12,2,20,"e",NA,NA,6.11,"yes",12,"",0,0,1,NA,NA,6,NA,"15:39:59","F","69",183,0,"0.623",""
"369",2022,7,2,"gw",12,5,20,"e",NA,NA,7.17,"yes",12,"",0,0,1,12.83,8.17,6,7.73,"15:50:04","F","92",390,0,"0.764",""
"370",2022,7,2,"gw",13,5,10,"c",NA,NA,1.35,"yes",13,"",0,1,0,8.42,8.09,6,8.08,"16:03:11","F","116",361,0,"0.679",""
"371",2022,7,2,"gw",14,5,10,"c",NA,NA,1.96,"yes",14,"",0,1,0,9.17,8.14,6,8.06,"16:03:20","F","96",367,0,"0.738",""
"372",2022,7,2,"gw",15,5,10,"c",NA,NA,7.33,"yes",15,"",0,1,0,12.88,8.16,6,7.72,"16:03:27","F","83",336,0,"0.753",""
"373",2022,7,2,"gw",16,5,10,"f",NA,NA,6.12,"yes",16,"",0,1,0,10.82,8.31,6,8.06,"16:03:39","F","122",367,0,"0.668",""
"374",2022,7,2,"gw",17,5,10,"f",NA,NA,10.13,"yes",17,"",0,0,0,14.74,8.66,6,8.03,"16:03:47","F","86",337,0,"0.745",""
"375",2022,7,2,"gw",18,5,10,"f",NA,NA,5.06,"yes",18,"",0,0,0,10.71,7.97,6,7.72,"16:03:53","F","81",325,0,"0.751",""
"376",2022,7,12,"gw",1,1,30,"a",NA,NA,3.43,"yes",1,"",0,0,1,NA,NA,7,NA,"13:41:13","F","55",278,0,"0.802",""
"377",2022,7,13,"gw",1,2,30,"a",NA,NA,3.44,"yes",1,"",0,0,0,NA,NA,7,NA,"13:29:04","F","59",382,0,"0.846",""
"378",2022,7,16,"gw",1,5,30,"a",NA,NA,3.79,"yes",1,"",0,0,0,10.69,8.29,7,8.02,"12:33:34","F","62",310,0,"0.8",""
"379",2022,7,12,"gw",2,1,30,"a",NA,NA,5.28,"yes",2,"",0,0,0,NA,NA,7,NA,"13:41:20","F","51",236,0,"0.784",""
"380",2022,7,13,"gw",2,2,30,"a",NA,NA,5.03,"yes",2,"",0,0,0,NA,NA,7,NA,"13:29:11","F","58",352,0,"0.835",""
"381",2022,7,16,"gw",2,5,30,"a",NA,NA,5.84,"yes",3,"",0,0,0,11.51,8.05,7,7.7,"12:33:45","F","46",349,0,"0.868",""
"382",2022,7,12,"gw",7,1,20,"b",NA,NA,2.86,"yes",7,"",0,1,0,NA,NA,7,NA,"13:41:57","F","59",177,0,"0.667",""
"383",2022,7,13,"gw",7,2,20,"b",NA,NA,2.9,"yes",7,"",0,1,0,NA,NA,7,NA,"13:38:57","F","53",335,0,"0.842",""
"384",2022,7,16,"gw",7,5,20,"b",NA,NA,2.98,"yes",8,"",0,1,0,9.94,8.21,7,8.02,"12:46:09","F","34",240,0,"0.858",""
"385",2022,7,12,"gw",8,1,20,"b",NA,NA,12.62,"yes",8,"",0,0,0,NA,NA,7,NA,"13:42:03","F","44",271,0,"0.838",""
"386",2022,7,13,"gw",8,2,20,"b",NA,NA,13.22,"yes",8,"",0,1,0,NA,NA,7,NA,"13:39:03","F","70",310,0,"0.774",""
"387",2022,7,16,"gw",8,5,20,"b",NA,NA,14.14,"yes",10,"",0,1,0,17.12,8.82,7,8.02,"12:46:26","F","93",294,0,"0.684",""
"388",2022,7,12,"gw",13,1,10,"c",NA,NA,5.63,"yes",13,"",0,0,0,NA,NA,7,NA,"13:55:27","F","58",286,0,"0.797",""
"389",2022,7,13,"gw",13,2,10,"c",NA,NA,5.82,"yes",13,"",0,0,0,NA,NA,7,NA,"13:48:59","F","15",349,0,"0.957",""
"390",2022,7,16,"gw",13,5,10,"c",NA,NA,6.16,"yes",16,"",0,0,0,11.82,8.35,7,8.03,"12:57:10","F","48",309,0,"0.845",""
"391",2022,7,12,"gw",14,1,10,"c",NA,NA,10.63,"yes",14,"",0,1,0,NA,NA,7,NA,"13:55:33","F","36",284,0,"0.873",""
"392",2022,7,13,"gw",14,2,10,"c",NA,NA,11.85,"yes",14,"",1,1,0,NA,NA,7,NA,"13:49:05","F","74",286,0,"0.741",""
"393",2022,7,16,"gw",14,5,10,"c",NA,NA,11.78,"yes",17,"",1,1,0,18.29,8.85,7,8.02,"12:57:18","F","98",285,0,"0.656",""
"394",2022,7,12,"gw",3,1,30,"a",NA,NA,3.59,"yes",3,"",0,0,0,NA,NA,7,NA,"13:41:26","F","57",229,0,"0.751",""
"395",2022,7,13,"gw",3,2,30,"a",NA,NA,3.43,"yes",3,"",0,0,0,NA,NA,7,NA,"13:29:17","F","38",408,0,"0.907",""
"396",2022,7,16,"gw",3,5,30,"a",NA,NA,4.29,"yes",4,"",0,0,0,10.74,8.3,7,8.01,"12:33:51","F","24",330,0,"0.927",""
"397",2022,7,12,"gw",4,1,30,"d",NA,NA,2.43,"yes",4,"",0,0,0,NA,NA,7,NA,"13:41:32","F","93",227,0,"0.59",""
"398",2022,7,13,"gw",4,2,30,"d",NA,NA,2.93,"yes",4,"",0,0,0,NA,NA,7,NA,"13:29:25","F","68",434,0,"0.843",""
"399",2022,7,16,"gw",4,5,30,"d",NA,NA,2.83,"yes",5,"",0,0,0,9.75,8.22,7,8.04,"12:34:00","F","65",333,0,"0.805",""
"400",2022,7,12,"gw",9,1,20,"b",NA,NA,6.33,"yes",9,"",0,0,0,NA,NA,7,NA,"13:55:03","F","57",285,0,"0.8",""
"401",2022,7,13,"gw",9,2,20,"b",NA,NA,6.66,"yes",9,"",0,0,0,NA,NA,7,NA,"13:39:09","F","61",334,0,"0.817",""
"402",2022,7,16,"gw",9,5,20,"b",NA,NA,7.19,"yes",11,"",0,0,0,11.85,8.06,7,7.69,"12:46:33","F","78",312,0,"0.75",""
"403",2022,7,12,"gw",10,1,20,"e",NA,NA,5.04,"yes",10,"",0,1,0,NA,NA,7,NA,"13:55:09","F","31",304,0,"0.898",""
"404",2022,7,13,"gw",10,2,20,"e",NA,NA,5.13,"yes",10,"",0,1,0,NA,NA,7,NA,"13:39:15","F","65",422,0,"0.846",""
"405",2022,7,16,"gw",10,5,20,"e",NA,NA,6.61,"yes",12,"",0,1,0,12.51,8.41,7,8.02,"12:46:41","F","114",362,0,"0.685",""
"406",2022,7,12,"gw",15,1,10,"c",NA,NA,8.74,"yes",16,"",0,0,1,NA,NA,7,NA,"14:09:36","F","48",310,0,"0.845",""
"407",2022,7,13,"gw",15,2,10,"c",NA,NA,9.09,"yes",15,"",1,0,0,NA,NA,7,NA,"13:49:11","F","50",331,0,"0.849",""
"408",2022,7,16,"gw",15,5,10,"c",NA,NA,9.4,"yes",18,"",1,0,0,14.03,8.19,7,7.68,"12:57:24","F","53",285,0,"0.814",""
"409",2022,7,12,"gw",16,1,10,"f",NA,NA,8.21,"yes",18,"",0,0,1,NA,NA,7,NA,"14:09:48","F","37",316,0,"0.883",""
"410",2022,7,13,"gw",16,2,10,"f",NA,NA,9.09,"yes",16,"",1,0,0,NA,NA,7,NA,"13:49:17","F","66",322,0,"0.795",""
"411",2022,7,16,"gw",16,5,10,"f",NA,NA,9.33,"yes",19,"",1,0,0,15.15,8.51,7,8.03,"12:57:31","F","48",244,0,"0.803",""
"412",2022,7,12,"gw",5,1,30,"d",NA,NA,3.63,"yes",5,"",0,0,0,NA,NA,7,NA,"13:41:39","F","93",231,0,"0.597",""
"413",2022,7,13,"gw",5,2,30,"d",NA,NA,3.53,"yes",5,"",0,0,0,NA,NA,7,NA,"13:29:33","F","128",426,0,"0.7",""
"414",2022,7,16,"gw",5,5,30,"d",NA,NA,4.45,"yes",6,"",0,0,0,10.84,8.31,7,8.02,"12:34:07","F","31",357,0,"0.913",""
"415",2022,7,12,"gw",6,1,30,"d",NA,NA,3.46,"yes",6,"",0,1,0,NA,NA,7,NA,"13:41:49","F","79",308,0,"0.744",""
"416",2022,7,13,"gw",6,2,30,"d",NA,NA,3.52,"yes",6,"",0,1,1,NA,NA,7,NA,"13:29:43","F","68",385,0,"0.823",""
"417",2022,7,16,"gw",6,5,30,"d",NA,NA,3.64,"yes",7,"",0,1,1,9.8,7.94,7,7.69,"12:34:15","F","69",297,0,"0.768",""
"418",2022,7,12,"gw",11,1,20,"e",NA,NA,7.43,"yes",11,"",0,0,0,NA,NA,7,NA,"13:55:14","F","53",311,0,"0.83",""
"419",2022,7,13,"gw",11,2,20,"e",NA,NA,7.76,"yes",11,"",0,0,0,NA,NA,7,NA,"13:39:22","F","56",314,0,"0.822",""
"420",2022,7,16,"gw",11,5,20,"e",NA,NA,9.34,"yes",14,"",0,0,0,15.13,8.62,7,8.02,"12:47:02","F","76",315,0,"0.759",""
"421",2022,7,12,"gw",12,1,20,"e",NA,NA,4.07,"yes",12,"",0,1,0,NA,NA,7,NA,"13:55:20","F","28",241,0,"0.884",""
"422",2022,7,13,"gw",12,2,20,"e",NA,NA,4.18,"yes",12,"",0,1,1,NA,NA,7,NA,"13:39:32","F","80",241,0,"0.668",""
"423",2022,7,16,"gw",12,5,20,"e",NA,NA,4.32,"yes",15,"",0,1,0,10.52,7.95,7,7.69,"12:47:11","F","65",245,0,"0.735",""
"424",2022,7,12,"gw",17,1,10,"f",NA,NA,10.88,"yes",17,"",0,1,1,NA,NA,7,NA,"14:09:42","F","21",300,0,"0.93",""
"425",2022,7,13,"gw",17,2,10,"f",NA,NA,11.21,"yes",17,"",0,1,0,NA,NA,7,NA,"13:49:24","F","43",325,0,"0.868",""
"426",2022,7,16,"gw",17,5,10,"f",NA,NA,11.38,"yes",20,"",1,1,0,16.78,8.75,7,8.03,"12:57:37","F","70",304,0,"0.77",""
